idPartido,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,Temporada
592,Barcelona,Valencia,2,2,2018-19
593,Celta Vigo,Sevilla,1,0,2018-19
594,Real Sociedad,Athletic Club,2,1,2018-19
595,Levante,Getafe,0,0,2018-19
596,Eibar,Girona,3,0,2018-19
597,Real Madrid,Alaves,3,0,2018-19
598,Betis,Atletico de Madrid,1,0,2018-19
599,Villarreal,Espanyol,2,2,2018-19
600,Rayo Vallecano,Leganes,1,2,2018-19
601,Valladolid,Villarreal,0,0,2018-19
602,Atletico de Madrid,Real Madrid,1,3,2018-19
603,Espanyol,Rayo Vallecano,2,1,2018-19
604,Girona,Huesca,0,2,2018-19
605,Getafe,Celta Vigo,3,1,2018-19
606,Athletic Club,Barcelona,0,0,2018-19
607,Leganes,Betis,3,0,2018-19
608,Sevilla,Eibar,2,2,2018-19
609,Valencia,Real Sociedad,0,0,2018-19
610,Alaves,Levante,2,0,2018-19
611,Eibar,Getafe,2,2,2018-19
612,Barcelona,Valladolid,1,0,2018-19
613,Celta Vigo,Levante,1,4,2018-19
614,Rayo Vallecano,Atletico de Madrid,0,1,2018-19
615,Real Sociedad,Leganes,3,0,2018-19
616,Betis,Alaves,1,1,2018-19
617,Valencia,Espanyol,0,0,2018-19
618,Real Madrid,Girona,1,2,2018-19
619,Villarreal,Sevilla,3,0,2018-19
620,Huesca,Athletic Club,0,1,2018-19
621,Espanyol,Huesca,1,1,2018-19
622,Alaves,Celta Vigo,0,0,2018-19
623,Athletic Club,Eibar,1,0,2018-19
624,Getafe,Rayo Vallecano,2,1,2018-19
625,Sevilla,Barcelona,2,4,2018-19
626,Atletico de Madrid,Villarreal,2,0,2018-19
627,Leganes,Valencia,1,1,2018-19
628,Levante,Real Madrid,1,2,2018-19
629,Valladolid,Betis,0,2,2018-19
630,Girona,Real Sociedad,0,0,2018-19
631,Rayo Vallecano,Girona,0,2,2018-19
632,Espanyol,Valladolid,3,1,2018-19
633,Huesca,Sevilla,2,1,2018-19
634,Real Madrid,Barcelona,0,1,2018-19
635,Villarreal,Alaves,1,2,2018-19
636,Betis,Getafe,1,2,2018-19
637,Valencia,Athletic Club,2,0,2018-19
638,Real Sociedad,Atletico de Madrid,0,2,2018-19
639,Eibar,Celta Vigo,1,0,2018-19
640,Leganes,Levante,1,0,2018-19
641,Athletic Club,Espanyol,1,1,2018-19
642,Alaves,Eibar,1,1,2018-19
643,Atletico de Madrid,Leganes,1,0,2018-19
644,Barcelona,Rayo Vallecano,3,1,2018-19
645,Getafe,Huesca,2,1,2018-19
646,Girona,Valencia,2,3,2018-19
647,Levante,Villarreal,0,2,2018-19
648,Celta Vigo,Betis,0,1,2018-19
649,Valladolid,Real Madrid,1,4,2018-19
650,Sevilla,Real Sociedad,5,2,2018-19
651,Real Sociedad,Levante,1,1,2018-19
652,Athletic Club,Atletico de Madrid,2,0,2018-19
653,Huesca,Alaves,1,3,2018-19
654,Real Madrid,Celta Vigo,2,0,2018-19
655,Leganes,Girona,0,2,2018-19
656,Eibar,Valladolid,1,2,2018-19
657,Espanyol,Sevilla,0,1,2018-19
658,Betis,Barcelona,1,4,2018-19
659,Valencia,Getafe,0,0,2018-19
660,Villarreal,Rayo Vallecano,3,1,2018-19
661,Girona,Athletic Club,1,2,2018-19
662,Alaves,Atletico de Madrid,0,4,2018-19
663,Barcelona,Espanyol,2,0,2018-19
664,Celta Vigo,Villarreal,3,2,2018-19
665,Getafe,Leganes,0,2,2018-19
666,Sevilla,Valencia,0,1,2018-19
667,Rayo Vallecano,Betis,1,1,2018-19
668,Levante,Eibar,2,2,2018-19
669,Real Madrid,Huesca,3,2,2018-19
670,Valladolid,Real Sociedad,1,1,2018-19
671,Atletico de Madrid,Girona,2,0,2018-19
672,Espanyol,Getafe,1,1,2018-19
673,Villarreal,Barcelona,4,4,2018-19
674,Athletic Club,Levante,3,2,2018-19
675,Eibar,Rayo Vallecano,2,1,2018-19
676,Huesca,Celta Vigo,3,3,2018-19
677,Valencia,Real Madrid,2,1,2018-19
678,Leganes,Valladolid,1,0,2018-19
679,Sevilla,Alaves,2,0,2018-19
680,Real Sociedad,Betis,2,1,2018-19
681,Rayo Vallecano,Valencia,2,0,2018-19
682,Barcelona,Atletico de Madrid,2,0,2018-19
683,Real Madrid,Eibar,2,1,2018-19
684,Girona,Espanyol,1,2,2018-19
685,Alaves,Leganes,1,1,2018-19
686,Betis,Villarreal,2,1,2018-19
687,Celta Vigo,Real Sociedad,3,1,2018-19
688,Getafe,Athletic Club,1,0,2018-19
689,Levante,Huesca,2,2,2018-19
690,Valladolid,Sevilla,0,2,2018-19
691,Atletico de Madrid,Celta Vigo,2,0,2018-19
692,Espanyol,Alaves,2,1,2018-19
693,Huesca,Barcelona,0,0,2018-19
694,Sevilla,Betis,3,2,2018-19
695,Athletic Club,Rayo Vallecano,3,2,2018-19
696,Girona,Villarreal,0,1,2018-19
697,Real Sociedad,Eibar,1,1,2018-19
698,Valladolid,Getafe,2,2,2018-19
699,Valencia,Levante,3,1,2018-19
700,Leganes,Real Madrid,1,1,2018-19
701,Alaves,Valladolid,2,2,2018-19
702,Barcelona,Real Sociedad,2,1,2018-19
703,Celta Vigo,Girona,2,1,2018-19
704,Eibar,Atletico de Madrid,0,1,2018-19
705,Rayo Vallecano,Huesca,0,0,2018-19
706,Betis,Valencia,1,2,2018-19
707,Getafe,Sevilla,3,0,2018-19
708,Real Madrid,Athletic Club,3,0,2018-19
709,Levante,Espanyol,2,2,2018-19
710,Villarreal,Leganes,2,1,2018-19
711,Alaves,Barcelona,0,2,2018-19
712,Huesca,Eibar,2,0,2018-19
713,Valladolid,Girona,1,0,2018-19
714,Atletico de Madrid,Valencia,3,2,2018-19
715,Leganes,Athletic Club,0,1,2018-19
716,Levante,Betis,4,0,2018-19
717,Espanyol,Celta Vigo,1,1,2018-19
718,Getafe,Real Madrid,0,0,2018-19
719,Real Sociedad,Villarreal,0,1,2018-19
720,Sevilla,Rayo Vallecano,5,0,2018-19
721,Atletico de Madrid,Valladolid,1,0,2018-19
722,Barcelona,Levante,1,0,2018-19
723,Athletic Club,Alaves,1,1,2018-19
724,Leganes,Celta Vigo,0,0,2018-19
725,Girona,Sevilla,1,0,2018-19
726,Rayo Vallecano,Real Madrid,1,0,2018-19
727,Valencia,Eibar,0,1,2018-19
728,Real Sociedad,Getafe,2,1,2018-19
729,Villarreal,Huesca,1,1,2018-19
730,Betis,Espanyol,1,1,2018-19
731,Sevilla,Leganes,0,3,2018-19
732,Alaves,Real Sociedad,0,1,2018-19
733,Levante,Rayo Vallecano,4,1,2018-19
734,Espanyol,Atletico de Madrid,3,0,2018-19
735,Celta Vigo,Barcelona,2,0,2018-19
736,Getafe,Girona,2,0,2018-19
737,Huesca,Valencia,2,6,2018-19
738,Real Madrid,Villarreal,3,2,2018-19
739,Valladolid,Athletic Club,1,0,2018-19
740,Eibar,Betis,1,0,2018-19
741,Athletic Club,Celta Vigo,3,1,2018-19
742,Atletico de Madrid,Sevilla,1,1,2018-19
743,Barcelona,Getafe,2,0,2018-19
744,Betis,Huesca,2,1,2018-19
745,Girona,Levante,1,2,2018-19
746,Rayo Vallecano,Valladolid,1,2,2018-19
747,Valencia,Alaves,3,1,2018-19
748,Villarreal,Eibar,1,0,2018-19
749,Leganes,Espanyol,0,2,2018-19
750,Real Sociedad,Real Madrid,3,1,2018-19
751,Alaves,Girona,2,1,2018-19
752,Celta Vigo,Rayo Vallecano,2,2,2018-19
753,Espanyol,Real Sociedad,2,0,2018-19
754,Getafe,Villarreal,2,2,2018-19
755,Huesca,Leganes,2,1,2018-19
756,Sevilla,Athletic Club,2,0,2018-19
757,Levante,Atletico de Madrid,2,2,2018-19
758,Valladolid,Valencia,0,2,2018-19
759,Eibar,Barcelona,2,2,2018-19
760,Real Madrid,Betis,0,2,2018-19
761,Athletic Club,Barcelona,1,0,2019-20
762,Celta Vigo,Real Madrid,1,3,2019-20
763,Valencia,Real Sociedad,1,1,2019-20
764,Leganes,Osasuna,0,1,2019-20
765,Villarreal,Granada,4,4,2019-20
766,Mallorca,Eibar,2,1,2019-20
767,Alaves,Levante,1,0,2019-20
768,Espanyol,Sevilla,0,2,2019-20
769,Atletico de Madrid,Getafe,1,0,2019-20
770,Betis,Valladolid,1,2,2019-20
771,Granada,Sevilla,0,1,2019-20
772,Levante,Villarreal,2,1,2019-20
773,Osasuna,Eibar,0,0,2019-20
774,Real Madrid,Valladolid,1,1,2019-20
775,Celta Vigo,Valencia,1,0,2019-20
776,Getafe,Athletic Club,1,1,2019-20
777,Alaves,Espanyol,0,0,2019-20
778,Mallorca,Real Sociedad,0,1,2019-20
779,Barcelona,Betis,5,2,2019-20
780,Leganes,Atletico de Madrid,0,1,2019-20
781,Sevilla,Celta Vigo,1,1,2019-20
782,Athletic Club,Real Sociedad,2,0,2019-20
783,Osasuna,Barcelona,2,2,2019-20
784,Getafe,Alaves,1,1,2019-20
785,Levante,Valladolid,2,0,2019-20
786,Betis,Leganes,2,1,2019-20
787,Valencia,Mallorca,2,0,2019-20
788,Atletico de Madrid,Eibar,3,2,2019-20
789,Espanyol,Granada,0,3,2019-20
790,Villarreal,Real Madrid,2,2,2019-20
791,Mallorca,Athletic Club,0,0,2019-20
792,Barcelona,Valencia,5,2,2019-20
793,Leganes,Villarreal,0,3,2019-20
794,Real Madrid,Levante,3,2,2019-20
795,Real Sociedad,Atletico de Madrid,2,0,2019-20
796,Alaves,Sevilla,0,1,2019-20
797,Betis,Getafe,1,1,2019-20
798,Celta Vigo,Granada,0,2,2019-20
799,Eibar,Espanyol,1,2,2019-20
800,Valladolid,Osasuna,1,1,2019-20
801,Osasuna,Betis,0,0,2019-20
802,Atletico de Madrid,Celta Vigo,0,0,2019-20
803,Granada,Barcelona,2,0,2019-20
804,Levante,Eibar,0,0,2019-20
805,Villarreal,Valladolid,2,0,2019-20
806,Athletic Club,Alaves,2,0,2019-20
807,Espanyol,Real Sociedad,1,3,2019-20
808,Getafe,Mallorca,4,2,2019-20
809,Sevilla,Real Madrid,0,1,2019-20
810,Valencia,Leganes,1,1,2019-20
811,Barcelona,Villarreal,2,1,2019-20
812,Betis,Levante,3,1,2019-20
813,Valladolid,Granada,1,1,2019-20
814,Leganes,Athletic Club,1,1,2019-20
815,Mallorca,Atletico de Madrid,0,2,2019-20
816,Real Madrid,Osasuna,2,0,2019-20
817,Valencia,Getafe,3,3,2019-20
818,Celta Vigo,Espanyol,1,1,2019-20
819,Eibar,Sevilla,3,2,2019-20
820,Real Sociedad,Alaves,3,0,2019-20
821,Villarreal,Betis,5,1,2019-20
822,Athletic Club,Valencia,0,1,2019-20
823,Atletico de Madrid,Real Madrid,0,0,2019-20
824,Getafe,Barcelona,0,2,2019-20
825,Granada,Leganes,1,0,2019-20
826,Alaves,Mallorca,2,0,2019-20
827,Eibar,Celta Vigo,2,0,2019-20
828,Espanyol,Valladolid,0,2,2019-20
829,Levante,Osasuna,1,1,2019-20
830,Sevilla,Real Sociedad,3,2,2019-20
831,Betis,Eibar,1,1,2019-20
832,Leganes,Levante,1,2,2019-20
833,Osasuna,Villarreal,2,1,2019-20
834,Real Madrid,Granada,4,2,2019-20
835,Valencia,Alaves,2,1,2019-20
836,Barcelona,Sevilla,4,0,2019-20
837,Celta Vigo,Athletic Club,1,0,2019-20
838,Mallorca,Espanyol,2,0,2019-20
839,Real Sociedad,Getafe,1,2,2019-20
840,Valladolid,Atletico de Madrid,0,0,2019-20
841,Granada,Osasuna,1,0,2019-20
842,Atletico de Madrid,Valencia,1,1,2019-20
843,Eibar,Barcelona,0,3,2019-20
844,Getafe,Leganes,2,0,2019-20
845,Mallorca,Real Madrid,1,0,2019-20
846,Alaves,Celta Vigo,2,0,2019-20
847,Athletic Club,Valladolid,1,1,2019-20
848,Espanyol,Villarreal,0,1,2019-20
849,Real Sociedad,Betis,3,1,2019-20
850,Sevilla,Levante,1,0,2019-20
851,Villarreal,Alaves,4,1,2019-20
852,Atletico de Madrid,Athletic Club,2,0,2019-20
853,Leganes,Mallorca,1,0,2019-20
854,Valladolid,Eibar,2,0,2019-20
855,Celta Vigo,Real Sociedad,0,1,2019-20
856,Granada,Betis,1,0,2019-20
857,Levante,Espanyol,0,1,2019-20
858,Osasuna,Valencia,3,1,2019-20
859,Sevilla,Getafe,2,0,2019-20
860,Barcelona,Real Madrid,0,0,2019-20
861,Alaves,Atletico de Madrid,1,1,2019-20
862,Barcelona,Valladolid,5,1,2019-20
863,Athletic Club,Espanyol,3,0,2019-20
864,Betis,Celta Vigo,2,1,2019-20
865,Real Madrid,Leganes,5,0,2019-20
866,Real Sociedad,Levante,1,2,2019-20
867,Valencia,Sevilla,1,1,2019-20
868,Eibar,Villarreal,2,1,2019-20
869,Getafe,Granada,3,1,2019-20
870,Mallorca,Osasuna,2,2,2019-20
871,Espanyol,Valencia,1,2,2019-20
872,Levante,Barcelona,3,1,2019-20
873,Real Madrid,Betis,0,0,2019-20
874,Sevilla,Atletico de Madrid,1,1,2019-20
875,Celta Vigo,Getafe,0,1,2019-20
876,Granada,Real Sociedad,1,2,2019-20
877,Leganes,Eibar,1,2,2019-20
878,Osasuna,Alaves,4,2,2019-20
879,Villarreal,Athletic Club,0,0,2019-20
880,Valladolid,Mallorca,3,0,2019-20
881,Real Sociedad,Leganes,1,1,2019-20
882,Alaves,Valladolid,3,0,2019-20
883,Barcelona,Celta Vigo,4,1,2019-20
884,Eibar,Real Madrid,0,4,2019-20
885,Valencia,Granada,2,0,2019-20
886,Athletic Club,Levante,2,1,2019-20
887,Atletico de Madrid,Espanyol,3,1,2019-20
888,Betis,Sevilla,1,2,2019-20
889,Getafe,Osasuna,0,0,2019-20
890,Mallorca,Villarreal,3,1,2019-20
891,Levante,Mallorca,2,1,2019-20
892,Betis,Valencia,2,1,2019-20
893,Granada,Atletico de Madrid,1,1,2019-20
894,Leganes,Barcelona,1,2,2019-20
895,Real Madrid,Real Sociedad,3,1,2019-20
896,Eibar,Alaves,0,2,2019-20
897,Espanyol,Getafe,1,1,2019-20
898,Osasuna,Athletic Club,1,2,2019-20
899,Villarreal,Celta Vigo,1,3,2019-20
900,Valladolid,Sevilla,0,1,2019-20
901,Celta Vigo,Valladolid,0,0,2019-20
902,Alaves,Real Madrid,1,2,2019-20
903,Mallorca,Betis,1,2,2019-20
904,Real Sociedad,Eibar,4,1,2019-20
905,Valencia,Villarreal,2,1,2019-20
906,Athletic Club,Granada,2,0,2019-20
907,Atletico de Madrid,Barcelona,0,1,2019-20
908,Espanyol,Osasuna,2,4,2019-20
909,Getafe,Levante,4,0,2019-20
910,Sevilla,Leganes,1,0,2019-20
911,Villarreal,Atletico de Madrid,0,0,2019-20
912,Barcelona,Mallorca,5,2,2019-20
913,Granada,Alaves,3,0,2019-20
914,Levante,Valencia,2,4,2019-20
915,Real Madrid,Espanyol,2,0,2019-20
916,Betis,Athletic Club,3,2,2019-20
917,Eibar,Getafe,0,1,2019-20
918,Leganes,Celta Vigo,3,2,2019-20
919,Osasuna,Sevilla,1,1,2019-20
920,Valladolid,Real Sociedad,0,0,2019-20
921,Alaves,Leganes,1,1,2019-20
922,Athletic Club,Eibar,0,0,2019-20
923,Atletico de Madrid,Osasuna,2,0,2019-20
924,Granada,Levante,1,2,2019-20
925,Real Sociedad,Barcelona,2,2,2019-20
926,Celta Vigo,Mallorca,2,2,2019-20
927,Espanyol,Betis,2,2,2019-20
928,Getafe,Valladolid,2,0,2019-20
929,Sevilla,Villarreal,1,2,2019-20
930,Valencia,Real Madrid,1,1,2019-20
931,Eibar,Granada,3,0,2019-20
932,Barcelona,Alaves,4,1,2019-20
933,Mallorca,Sevilla,0,2,2019-20
934,Villarreal,Getafe,1,0,2019-20
935,Valladolid,Valencia,1,1,2019-20
936,Betis,Atletico de Madrid,1,2,2019-20
937,Leganes,Espanyol,2,0,2019-20
938,Levante,Celta Vigo,3,1,2019-20
939,Osasuna,Real Sociedad,3,4,2019-20
940,Real Madrid,Athletic Club,0,0,2019-20
941,Sevilla,Athletic Club,1,1,2019-20
942,Valladolid,Leganes,2,2,2019-20
943,Atletico de Madrid,Levante,2,1,2019-20
944,Espanyol,Barcelona,2,2,2019-20
945,Getafe,Real Madrid,0,3,2019-20
946,Valencia,Eibar,1,0,2019-20
947,Alaves,Betis,1,1,2019-20
948,Celta Vigo,Osasuna,1,1,2019-20
949,Granada,Mallorca,1,0,2019-20
950,Real Sociedad,Villarreal,1,2,2019-20
951,Leganes,Getafe,0,3,2019-20
952,Eibar,Atletico de Madrid,2,0,2019-20
953,Levante,Alaves,0,1,2019-20
954,Osasuna,Valladolid,0,0,2019-20
955,Real Madrid,Sevilla,2,1,2019-20
956,Athletic Club,Celta Vigo,1,1,2019-20
957,Barcelona,Granada,1,0,2019-20
958,Betis,Real Sociedad,3,0,2019-20
959,Mallorca,Valencia,4,1,2019-20
960,Villarreal,Espanyol,1,2,2019-20
961,Osasuna,Levante,2,0,2019-20
962,Alaves,Villarreal,1,2,2019-20
963,Espanyol,Athletic Club,1,1,2019-20
964,Sevilla,Granada,2,0,2019-20
965,Valencia,Barcelona,2,0,2019-20
966,Atletico de Madrid,Leganes,0,0,2019-20
967,Celta Vigo,Eibar,0,0,2019-20
968,Getafe,Betis,1,0,2019-20
969,Real Sociedad,Mallorca,3,0,2019-20
970,Valladolid,Real Madrid,0,1,2019-20
971,Granada,Espanyol,2,1,2019-20
972,Mallorca,Valladolid,0,1,2019-20
973,Real Madrid,Atletico de Madrid,1,0,2019-20
974,Valencia,Celta Vigo,1,0,2019-20
975,Athletic Club,Getafe,0,2,2019-20
976,Barcelona,Levante,2,1,2019-20
977,Eibar,Betis,1,1,2019-20
978,Leganes,Real Sociedad,2,1,2019-20
979,Sevilla,Alaves,1,1,2019-20
980,Villarreal,Osasuna,3,1,2019-20
981,Alaves,Eibar,2,1,2019-20
982,Atletico de Madrid,Granada,1,0,2019-20
983,Getafe,Valencia,3,0,2019-20
984,Levante,Leganes,2,0,2019-20
985,Valladolid,Villarreal,1,1,2019-20
986,Betis,Barcelona,2,3,2019-20
987,Celta Vigo,Sevilla,2,1,2019-20
988,Espanyol,Mallorca,1,0,2019-20
989,Osasuna,Real Madrid,1,4,2019-20
990,Real Sociedad,Athletic Club,2,1,2019-20
991,Valencia,Atletico de Madrid,2,2,2019-20
992,Barcelona,Getafe,2,1,2019-20
993,Granada,Valladolid,2,1,2019-20
994,Mallorca,Alaves,1,0,2019-20
995,Villarreal,Levante,2,1,2019-20
996,Athletic Club,Osasuna,0,1,2019-20
997,Leganes,Betis,0,0,2019-20
998,Real Madrid,Celta Vigo,2,2,2019-20
999,Sevilla,Espanyol,2,2,2019-20
1000,Eibar,Real Sociedad,1,2,2019-20
1001,Betis,Mallorca,3,3,2019-20
1002,Barcelona,Eibar,5,0,2019-20
1003,Celta Vigo,Leganes,1,0,2019-20
1004,Levante,Real Madrid,1,0,2019-20
1005,Real Sociedad,Valencia,3,0,2019-20
1006,Alaves,Athletic Club,2,1,2019-20
1007,Atletico de Madrid,Villarreal,3,1,2019-20
1008,Getafe,Sevilla,0,3,2019-20
1009,Osasuna,Granada,0,3,2019-20
1010,Valladolid,Espanyol,2,1,2019-20
1011,Real Sociedad,Valladolid,1,0,2019-20
1012,Eibar,Levante,3,0,2019-20
1013,Granada,Celta Vigo,0,0,2019-20
1014,Leganes,Alaves,1,1,2019-20
1015,Valencia,Betis,2,1,2019-20
1016,Athletic Club,Villarreal,1,0,2019-20
1017,Espanyol,Atletico de Madrid,1,1,2019-20
1018,Mallorca,Getafe,0,1,2019-20
1019,Real Madrid,Barcelona,2,0,2019-20
1020,Sevilla,Osasuna,3,2,2019-20
1021,Alaves,Valencia,1,1,2019-20
1022,Atletico de Madrid,Sevilla,2,2,2019-20
1023,Barcelona,Real Sociedad,1,0,2019-20
1024,Eibar,Mallorca,1,2,2019-20
1025,Getafe,Celta Vigo,0,0,2019-20
1026,Betis,Real Madrid,2,1,2019-20
1027,Levante,Granada,1,1,2019-20
1028,Osasuna,Espanyol,1,0,2019-20
1029,Villarreal,Leganes,1,2,2019-20
1030,Valladolid,Athletic Club,1,4,2019-20
1031,Sevilla,Betis,2,0,2019-20
1032,Granada,Getafe,2,1,2019-20
1033,Valencia,Levante,1,1,2019-20
1034,Celta Vigo,Villarreal,0,1,2019-20
1035,Espanyol,Alaves,2,0,2019-20
1036,Leganes,Valladolid,1,2,2019-20
1037,Mallorca,Barcelona,0,4,2019-20
1038,Athletic Club,Atletico de Madrid,1,1,2019-20
1039,Real Madrid,Eibar,3,1,2019-20
1040,Real Sociedad,Osasuna,1,1,2019-20
1041,Betis,Granada,2,2,2019-20
1042,Levante,Sevilla,1,1,2019-20
1043,Barcelona,Leganes,2,0,2019-20
1044,Getafe,Espanyol,0,0,2019-20
1045,Villarreal,Mallorca,1,0,2019-20
1046,Eibar,Athletic Club,2,2,2019-20
1047,Osasuna,Atletico de Madrid,0,5,2019-20
1048,Valladolid,Celta Vigo,0,0,2019-20
1049,Alaves,Real Sociedad,2,0,2019-20
1050,Real Madrid,Valencia,3,0,2019-20
1051,Granada,Villarreal,0,1,2019-20
1052,Mallorca,Leganes,1,1,2019-20
1053,Sevilla,Barcelona,0,0,2019-20
1054,Athletic Club,Betis,1,0,2019-20
1055,Atletico de Madrid,Valladolid,1,0,2019-20
1056,Espanyol,Levante,1,3,2019-20
1057,Getafe,Eibar,1,1,2019-20
1058,Celta Vigo,Alaves,6,0,2019-20
1059,Real Sociedad,Real Madrid,1,2,2019-20
1060,Valencia,Osasuna,2,0,2019-20
1061,Leganes,Granada,0,0,2019-20
1062,Villarreal,Sevilla,2,2,2019-20
1063,Barcelona,Athletic Club,1,0,2019-20
1064,Levante,Atletico de Madrid,0,1,2019-20
1065,Valladolid,Getafe,1,1,2019-20
1066,Alaves,Osasuna,0,1,2019-20
1067,Real Madrid,Mallorca,2,0,2019-20
1068,Real Sociedad,Celta Vigo,0,1,2019-20
1069,Betis,Espanyol,1,0,2019-20
1070,Eibar,Valencia,1,0,2019-20
1071,Sevilla,Valladolid,1,1,2019-20
1072,Athletic Club,Mallorca,3,1,2019-20
1073,Atletico de Madrid,Alaves,2,1,2019-20
1074,Celta Vigo,Barcelona,2,2,2019-20
1075,Osasuna,Leganes,2,1,2019-20
1076,Espanyol,Real Madrid,0,1,2019-20
1077,Granada,Eibar,1,2,2019-20
1078,Levante,Betis,4,2,2019-20
1079,Villarreal,Valencia,2,0,2019-20
1080,Getafe,Real Sociedad,2,1,2019-20
1081,Barcelona,Atletico de Madrid,2,2,2019-20
1082,Leganes,Sevilla,0,3,2019-20
1083,Mallorca,Celta Vigo,5,1,2019-20
1084,Alaves,Granada,0,2,2019-20
1085,Betis,Villarreal,0,2,2019-20
1086,Valencia,Athletic Club,0,2,2019-20
1087,Valladolid,Levante,0,0,2019-20
1088,Eibar,Osasuna,0,2,2019-20
1089,Real Madrid,Getafe,1,0,2019-20
1090,Real Sociedad,Espanyol,2,1,2019-20
1091,Atletico de Madrid,Mallorca,3,0,2019-20
1092,Celta Vigo,Betis,1,1,2019-20
1093,Granada,Valencia,2,2,2019-20
1094,Valladolid,Alaves,1,0,2019-20
1095,Athletic Club,Real Madrid,0,1,2019-20
1096,Espanyol,Leganes,0,1,2019-20
1097,Osasuna,Getafe,0,0,2019-20
1098,Villarreal,Barcelona,1,4,2019-20
1099,Levante,Real Sociedad,1,1,2019-20
1100,Sevilla,Eibar,1,0,2019-20
1101,Celta Vigo,Atletico de Madrid,1,1,2019-20
1102,Valencia,Valladolid,2,1,2019-20
1103,Barcelona,Espanyol,1,0,2019-20
1104,Betis,Osasuna,3,0,2019-20
1105,Getafe,Villarreal,1,3,2019-20
1106,Athletic Club,Sevilla,1,2,2019-20
1107,Eibar,Leganes,0,0,2019-20
1108,Mallorca,Levante,2,0,2019-20
1109,Real Madrid,Alaves,2,0,2019-20
1110,Real Sociedad,Granada,2,3,2019-20
1111,Atletico de Madrid,Betis,1,0,2019-20
1112,Osasuna,Celta Vigo,2,1,2019-20
1113,Valladolid,Barcelona,0,1,2019-20
1114,Espanyol,Eibar,0,2,2019-20
1115,Leganes,Valencia,1,0,2019-20
1116,Levante,Athletic Club,1,2,2019-20
1117,Sevilla,Mallorca,2,0,2019-20
1118,Alaves,Getafe,0,0,2019-20
1119,Granada,Real Madrid,1,2,2019-20
1120,Villarreal,Real Sociedad,1,2,2019-20
1121,Athletic Club,Leganes,0,2,2019-20
1122,Barcelona,Osasuna,1,2,2019-20
1123,Betis,Alaves,1,2,2019-20
1124,Celta Vigo,Levante,2,3,2019-20
1125,Eibar,Valladolid,3,1,2019-20
1126,Getafe,Atletico de Madrid,0,2,2019-20
1127,Mallorca,Granada,1,2,2019-20
1128,Real Madrid,Villarreal,2,1,2019-20
1129,Real Sociedad,Sevilla,0,0,2019-20
1130,Valencia,Espanyol,1,0,2019-20
1131,Alaves,Barcelona,0,5,2019-20
1132,Atletico de Madrid,Real Sociedad,1,1,2019-20
1133,Espanyol,Celta Vigo,0,0,2019-20
1134,Granada,Athletic Club,4,0,2019-20
1135,Leganes,Real Madrid,2,2,2019-20
1136,Levante,Getafe,1,0,2019-20
1137,Osasuna,Mallorca,2,2,2019-20
1138,Sevilla,Valencia,1,0,2019-20
1139,Villarreal,Eibar,4,0,2019-20
1140,Valladolid,Betis,2,0,2019-20
1141,Granada,Athletic Club,2,0,2020-21
1142,Eibar,Celta Vigo,0,0,2020-21
1143,Cadiz,Osasuna,0,2,2020-21
1144,Valladolid,Real Sociedad,1,1,2020-21
1145,Villarreal,Huesca,1,1,2020-21
1146,Valencia,Levante,4,2,2020-21
1147,Alaves,Betis,0,1,2020-21
1148,Atletico de Madrid,Sevilla,2,0,2020-21
1149,Real Madrid,Getafe,2,0,2020-21
1150,Barcelona,Elche,3,0,2020-21
1151,Getafe,Osasuna,1,0,2020-21
1152,Celta Vigo,Valencia,2,1,2020-21
1153,Villarreal,Eibar,2,1,2020-21
1154,Huesca,Cadiz,0,2,2020-21
1155,Granada,Alaves,2,1,2020-21
1156,Real Sociedad,Real Madrid,0,0,2020-21
1157,Betis,Valladolid,2,0,2020-21
1158,Athletic Club,Barcelona,2,3,2020-21
1159,Levante,Atletico de Madrid,1,1,2020-21
1160,Sevilla,Elche,2,0,2020-21
1161,Alaves,Getafe,0,0,2020-21
1162,Betis,Real Madrid,2,3,2020-21
1163,Valencia,Huesca,1,1,2020-21
1164,Elche,Real Sociedad,0,3,2020-21
1165,Atletico de Madrid,Granada,6,1,2020-21
1166,Barcelona,Villarreal,4,0,2020-21
1167,Eibar,Athletic Club,1,2,2020-21
1168,Cadiz,Sevilla,1,3,2020-21
1169,Osasuna,Levante,1,3,2020-21
1170,Valladolid,Celta Vigo,1,1,2020-21
1171,Getafe,Betis,3,0,2020-21
1172,Real Sociedad,Valencia,0,1,2020-21
1173,Eibar,Elche,0,1,2020-21
1174,Huesca,Atletico de Madrid,0,0,2020-21
1175,Real Madrid,Valladolid,1,0,2020-21
1176,Villarreal,Alaves,3,1,2020-21
1177,Athletic Club,Cadiz,0,1,2020-21
1178,Celta Vigo,Barcelona,0,3,2020-21
1179,Sevilla,Levante,1,0,2020-21
1180,Granada,Osasuna,2,0,2020-21
1181,Atletico de Madrid,Villarreal,0,0,2020-21
1182,Real Sociedad,Getafe,3,0,2020-21
1183,Valencia,Betis,0,2,2020-21
1184,Valladolid,Eibar,1,2,2020-21
1185,Elche,Huesca,0,0,2020-21
1186,Alaves,Athletic Club,1,0,2020-21
1187,Barcelona,Sevilla,1,1,2020-21
1188,Cadiz,Granada,1,1,2020-21
1189,Levante,Real Madrid,0,2,2020-21
1190,Osasuna,Celta Vigo,2,0,2020-21
