idPartido,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,Temporada
1191,Celta Vigo,Atletico de Madrid,0,2,2020-21
1192,Getafe,Barcelona,1,0,2020-21
1193,Granada,Sevilla,1,0,2020-21
1194,Real Madrid,Cadiz,0,1,2020-21
1195,Alaves,Elche,0,2,2020-21
1196,Athletic Club,Levante,2,0,2020-21
1197,Betis,Real Sociedad,0,3,2020-21
1198,Eibar,Osasuna,0,0,2020-21
1199,Huesca,Valladolid,2,2,2020-21
1200,Villarreal,Valencia,2,1,2020-21
1201,Elche,Valencia,2,1,2020-21
1202,Atletico de Madrid,Betis,2,0,2020-21
1203,Barcelona,Real Madrid,1,3,2020-21
1204,Osasuna,Athletic Club,1,0,2020-21
1205,Sevilla,Eibar,0,1,2020-21
1206,Getafe,Granada,0,1,2020-21
1207,Cadiz,Villarreal,0,0,2020-21
1208,Real Sociedad,Huesca,4,1,2020-21
1209,Valladolid,Alaves,0,2,2020-21
1210,Levante,Celta Vigo,1,1,2020-21
1211,Eibar,Cadiz,0,2,2020-21
1212,Alaves,Barcelona,1,1,2020-21
1213,Athletic Club,Sevilla,2,1,2020-21
1214,Osasuna,Atletico de Madrid,1,3,2020-21
1215,Real Madrid,Huesca,4,1,2020-21
1216,Betis,Elche,3,1,2020-21
1217,Celta Vigo,Real Sociedad,1,4,2020-21
1218,Granada,Levante,1,1,2020-21
1219,Valencia,Getafe,2,2,2020-21
1220,Villarreal,Valladolid,2,0,2020-21
1221,Elche,Celta Vigo,1,1,2020-21
1222,Atletico de Madrid,Cadiz,4,0,2020-21
1223,Barcelona,Betis,5,2,2020-21
1224,Huesca,Eibar,1,1,2020-21
1225,Sevilla,Osasuna,1,0,2020-21
1226,Getafe,Villarreal,1,3,2020-21
1227,Levante,Alaves,1,1,2020-21
1228,Real Sociedad,Granada,2,0,2020-21
1229,Valencia,Real Madrid,4,1,2020-21
1230,Valladolid,Athletic Club,2,1,2020-21
1231,Osasuna,Huesca,1,1,2020-21
1232,Atletico de Madrid,Barcelona,1,0,2020-21
1233,Levante,Elche,1,1,2020-21
1234,Sevilla,Celta Vigo,4,2,2020-21
1235,Villarreal,Real Madrid,1,1,2020-21
1236,Alaves,Valencia,2,2,2020-21
1237,Eibar,Getafe,0,0,2020-21
1238,Cadiz,Real Sociedad,0,1,2020-21
1239,Granada,Valladolid,1,3,2020-21
1240,Athletic Club,Betis,4,0,2020-21
1241,Valladolid,Levante,1,1,2020-21
1242,Huesca,Sevilla,0,1,2020-21
1243,Real Madrid,Alaves,1,2,2020-21
1244,Valencia,Atletico de Madrid,0,1,2020-21
1245,Elche,Cadiz,1,1,2020-21
1246,Barcelona,Osasuna,4,0,2020-21
1247,Celta Vigo,Granada,3,1,2020-21
1248,Getafe,Athletic Club,1,1,2020-21
1249,Real Sociedad,Villarreal,1,1,2020-21
1250,Betis,Eibar,0,2,2020-21
1251,Athletic Club,Celta Vigo,0,2,2020-21
1252,Atletico de Madrid,Valladolid,2,0,2020-21
1253,Cadiz,Barcelona,2,1,2020-21
1254,Levante,Getafe,3,0,2020-21
1255,Sevilla,Real Madrid,0,1,2020-21
1256,Alaves,Real Sociedad,0,0,2020-21
1257,Granada,Huesca,3,3,2020-21
1258,Osasuna,Betis,0,2,2020-21
1259,Villarreal,Elche,0,0,2020-21
1260,Eibar,Valencia,0,0,2020-21
1261,Valladolid,Osasuna,3,2,2020-21
1262,Getafe,Sevilla,0,1,2020-21
1263,Huesca,Alaves,1,0,2020-21
1264,Real Madrid,Atletico de Madrid,2,0,2020-21
1265,Valencia,Athletic Club,2,2,2020-21
1266,Barcelona,Levante,1,0,2020-21
1267,Betis,Villarreal,1,1,2020-21
1268,Real Sociedad,Eibar,1,1,2020-21
1269,Elche,Granada,0,1,2020-21
1270,Celta Vigo,Cadiz,4,0,2020-21
1271,Real Madrid,Athletic Club,3,1,2020-21
1272,Barcelona,Real Sociedad,2,1,2020-21
1273,Alaves,Sevilla,1,2,2020-21
1274,Cadiz,Levante,2,2,2020-21
1275,Valladolid,Elche,2,2,2020-21
1276,Betis,Celta Vigo,2,1,2020-21
1277,Getafe,Huesca,1,0,2020-21
1278,Villarreal,Granada,2,2,2020-21
1279,Eibar,Atletico de Madrid,1,2,2020-21
1280,Valencia,Osasuna,1,1,2020-21
1281,Athletic Club,Huesca,2,0,2020-21
1282,Atletico de Madrid,Elche,3,1,2020-21
1283,Barcelona,Valencia,2,2,2020-21
1284,Levante,Real Sociedad,2,1,2020-21
1285,Osasuna,Villarreal,1,3,2020-21
1286,Sevilla,Valladolid,1,1,2020-21
1287,Celta Vigo,Alaves,2,0,2020-21
1288,Eibar,Real Madrid,1,3,2020-21
1289,Cadiz,Getafe,0,2,2020-21
1290,Granada,Betis,2,0,2020-21
1291,Huesca,Levante,1,1,2020-21
1292,Real Sociedad,Atletico de Madrid,0,2,2020-21
1293,Valencia,Sevilla,0,1,2020-21
1294,Valladolid,Barcelona,0,3,2020-21
1295,Villarreal,Athletic Club,1,1,2020-21
1296,Elche,Osasuna,2,2,2020-21
1297,Alaves,Eibar,2,1,2020-21
1298,Betis,Cadiz,1,0,2020-21
1299,Getafe,Celta Vigo,1,1,2020-21
1300,Real Madrid,Granada,2,0,2020-21
1301,Barcelona,Eibar,1,1,2020-21
1302,Cadiz,Valladolid,0,0,2020-21
1303,Levante,Betis,4,3,2020-21
1304,Sevilla,Villarreal,2,0,2020-21
1305,Atletico de Madrid,Getafe,1,0,2020-21
1306,Celta Vigo,Huesca,2,1,2020-21
1307,Granada,Valencia,2,1,2020-21
1308,Elche,Real Madrid,1,1,2020-21
1309,Athletic Club,Real Sociedad,0,1,2020-21
1310,Osasuna,Alaves,1,1,2020-21
1311,Betis,Sevilla,1,1,2020-21
1312,Getafe,Valladolid,0,1,2020-21
1313,Real Madrid,Celta Vigo,2,0,2020-21
1314,Villarreal,Levante,2,1,2020-21
1315,Alaves,Atletico de Madrid,1,2,2020-21
1316,Athletic Club,Elche,1,0,2020-21
1317,Eibar,Granada,2,0,2020-21
1318,Huesca,Barcelona,0,1,2020-21
1319,Real Sociedad,Osasuna,1,1,2020-21
1320,Valencia,Cadiz,1,1,2020-21
1321,Celta Vigo,Villarreal,0,4,2020-21
1322,Granada,Barcelona,0,4,2020-21
1323,Osasuna,Real Madrid,0,0,2020-21
1324,Sevilla,Real Sociedad,3,2,2020-21
1325,Cadiz,Alaves,3,1,2020-21
1326,Levante,Eibar,2,1,2020-21
1327,Valladolid,Valencia,0,1,2020-21
1328,Huesca,Betis,0,2,2020-21
1329,Elche,Getafe,1,3,2020-21
1330,Atletico de Madrid,Athletic Club,2,1,2020-21
1331,Levante,Valladolid,2,2,2020-21
1332,Alaves,Real Madrid,1,4,2020-21
1333,Huesca,Villarreal,0,0,2020-21
1334,Real Sociedad,Betis,2,2,2020-21
1335,Sevilla,Cadiz,3,0,2020-21
1336,Atletico de Madrid,Valencia,3,1,2020-21
1337,Celta Vigo,Eibar,1,1,2020-21
1338,Osasuna,Granada,3,1,2020-21
1339,Elche,Barcelona,0,2,2020-21
1340,Athletic Club,Getafe,5,1,2020-21
1341,Valladolid,Huesca,1,3,2020-21
1342,Eibar,Sevilla,0,2,2020-21
1343,Real Madrid,Levante,1,2,2020-21
1344,Valencia,Elche,1,0,2020-21
1345,Villarreal,Real Sociedad,1,1,2020-21
1346,Barcelona,Athletic Club,2,1,2020-21
1347,Getafe,Alaves,0,0,2020-21
1348,Cadiz,Atletico de Madrid,2,4,2020-21
1349,Granada,Celta Vigo,0,0,2020-21
1350,Betis,Osasuna,1,0,2020-21
1351,Alaves,Valladolid,1,0,2020-21
1352,Huesca,Real Madrid,1,2,2020-21
1353,Levante,Granada,2,2,2020-21
1354,Sevilla,Getafe,3,0,2020-21
1355,Elche,Villarreal,2,2,2020-21
1356,Athletic Club,Valencia,1,1,2020-21
1357,Betis,Barcelona,2,3,2020-21
1358,Osasuna,Eibar,2,1,2020-21
1359,Real Sociedad,Cadiz,4,1,2020-21
1360,Atletico de Madrid,Celta Vigo,2,2,2020-21
1361,Celta Vigo,Elche,3,1,2020-21
1362,Barcelona,Alaves,5,1,2020-21
1363,Eibar,Valladolid,1,1,2020-21
1364,Granada,Atletico de Madrid,1,2,2020-21
1365,Sevilla,Huesca,1,0,2020-21
1366,Getafe,Real Sociedad,0,1,2020-21
1367,Levante,Osasuna,0,1,2020-21
1368,Real Madrid,Valencia,2,0,2020-21
1369,Villarreal,Betis,1,2,2020-21
1370,Cadiz,Athletic Club,0,4,2020-21
1371,Betis,Getafe,1,0,2020-21
1372,Atletico de Madrid,Levante,0,2,2020-21
1373,Valencia,Celta Vigo,2,0,2020-21
1374,Valladolid,Real Madrid,0,1,2020-21
1375,Elche,Eibar,1,0,2020-21
1376,Athletic Club,Villarreal,1,1,2020-21
1377,Barcelona,Cadiz,1,1,2020-21
1378,Huesca,Granada,3,2,2020-21
1379,Real Sociedad,Alaves,4,0,2020-21
1380,Osasuna,Sevilla,0,2,2020-21
1381,Levante,Athletic Club,1,1,2020-21
1382,Alaves,Osasuna,0,1,2020-21
1383,Eibar,Huesca,1,1,2020-21
1384,Getafe,Valencia,3,0,2020-21
1385,Sevilla,Barcelona,0,2,2020-21
1386,Celta Vigo,Valladolid,1,1,2020-21
1387,Cadiz,Betis,0,1,2020-21
1388,Granada,Elche,2,1,2020-21
1389,Villarreal,Atletico de Madrid,0,2,2020-21
1390,Real Madrid,Real Sociedad,1,1,2020-21
1391,Valencia,Villarreal,2,1,2020-21
1392,Cadiz,Eibar,1,0,2020-21
1393,Osasuna,Barcelona,0,2,2020-21
1394,Valladolid,Getafe,2,1,2020-21
1395,Elche,Sevilla,2,1,2020-21
1396,Athletic Club,Granada,2,1,2020-21
1397,Atletico de Madrid,Real Madrid,1,1,2020-21
1398,Huesca,Celta Vigo,3,4,2020-21
1399,Real Sociedad,Levante,1,0,2020-21
1400,Betis,Alaves,3,2,2020-21
1401,Levante,Valencia,1,0,2020-21
1402,Alaves,Cadiz,1,1,2020-21
1403,Getafe,Atletico de Madrid,0,0,2020-21
1404,Osasuna,Valladolid,0,0,2020-21
1405,Real Madrid,Elche,2,1,2020-21
1406,Celta Vigo,Athletic Club,0,0,2020-21
1407,Eibar,Villarreal,1,3,2020-21
1408,Granada,Real Sociedad,1,0,2020-21
1409,Sevilla,Betis,1,0,2020-21
1410,Barcelona,Huesca,4,1,2020-21
1411,Betis,Levante,2,0,2020-21
1412,Athletic Club,Eibar,1,1,2020-21
1413,Celta Vigo,Real Madrid,1,3,2020-21
1414,Huesca,Osasuna,0,0,2020-21
1415,Valladolid,Sevilla,1,1,2020-21
1416,Atletico de Madrid,Alaves,1,0,2020-21
1417,Getafe,Elche,1,1,2020-21
1418,Real Sociedad,Barcelona,1,6,2020-21
1419,Valencia,Granada,2,1,2020-21
1420,Villarreal,Cadiz,2,1,2020-21
1421,Levante,Huesca,0,2,2020-21
1422,Granada,Villarreal,0,3,2020-21
1423,Osasuna,Getafe,0,0,2020-21
1424,Real Madrid,Eibar,2,0,2020-21
1425,Alaves,Celta Vigo,1,3,2020-21
1426,Cadiz,Valencia,2,1,2020-21
1427,Sevilla,Atletico de Madrid,1,0,2020-21
1428,Elche,Betis,1,1,2020-21
1429,Barcelona,Valladolid,1,0,2020-21
1430,Real Sociedad,Athletic Club,1,1,2020-21
1431,Huesca,Elche,3,1,2020-21
1432,Athletic Club,Alaves,0,0,2020-21
1433,Eibar,Levante,0,1,2020-21
1434,Getafe,Cadiz,0,1,2020-21
1435,Real Madrid,Barcelona,2,1,2020-21
1436,Betis,Atletico de Madrid,1,1,2020-21
1437,Valencia,Real Sociedad,2,2,2020-21
1438,Valladolid,Granada,1,2,2020-21
1439,Villarreal,Osasuna,1,2,2020-21
1440,Celta Vigo,Sevilla,3,4,2020-21
1441,Alaves,Huesca,1,0,2020-21
1442,Atletico de Madrid,Eibar,5,0,2020-21
1443,Betis,Valencia,2,2,2020-21
1444,Getafe,Real Madrid,0,0,2020-21
1445,Cadiz,Celta Vigo,0,0,2020-21
1446,Levante,Villarreal,1,5,2020-21
1447,Osasuna,Elche,2,0,2020-21
1448,Real Sociedad,Sevilla,1,2,2020-21
1449,Athletic Club,Valladolid,2,2,2020-21
1450,Barcelona,Granada,1,2,2020-21
1451,Alaves,Villarreal,2,1,2020-21
1452,Betis,Athletic Club,0,0,2020-21
1453,Cadiz,Real Madrid,0,3,2020-21
1454,Levante,Sevilla,0,1,2020-21
1455,Osasuna,Valencia,3,1,2020-21
1456,Elche,Valladolid,1,1,2020-21
1457,Atletico de Madrid,Huesca,2,0,2020-21
1458,Barcelona,Getafe,5,2,2020-21
1459,Granada,Eibar,4,1,2020-21
1460,Real Sociedad,Celta Vigo,2,1,2020-21
1461,Real Madrid,Betis,0,0,2020-21
1462,Valencia,Alaves,1,1,2020-21
1463,Valladolid,Cadiz,1,1,2020-21
1464,Elche,Levante,1,0,2020-21
1465,Athletic Club,Atletico de Madrid,2,1,2020-21
1466,Celta Vigo,Osasuna,2,1,2020-21
1467,Huesca,Getafe,0,2,2020-21
1468,Sevilla,Granada,2,1,2020-21
1469,Villarreal,Barcelona,1,2,2020-21
1470,Eibar,Real Sociedad,0,1,2020-21
1471,Celta Vigo,Levante,2,0,2020-21
1472,Eibar,Alaves,3,0,2020-21
1473,Huesca,Real Sociedad,1,0,2020-21
1474,Real Madrid,Osasuna,2,0,2020-21
1475,Elche,Atletico de Madrid,0,1,2020-21
1476,Granada,Cadiz,0,1,2020-21
1477,Valencia,Barcelona,2,3,2020-21
1478,Valladolid,Betis,1,1,2020-21
1479,Villarreal,Getafe,1,0,2020-21
1480,Sevilla,Athletic Club,0,1,2020-21
1481,Real Sociedad,Elche,2,0,2020-21
1482,Alaves,Levante,2,2,2020-21
1483,Athletic Club,Osasuna,2,2,2020-21
1484,Barcelona,Atletico de Madrid,0,0,2020-21
1485,Cadiz,Huesca,2,1,2020-21
1486,Getafe,Eibar,0,1,2020-21
1487,Real Madrid,Sevilla,2,2,2020-21
1488,Valencia,Valladolid,3,0,2020-21
1489,Villarreal,Celta Vigo,2,4,2020-21
1490,Betis,Granada,2,1,2020-21
1491,Levante,Barcelona,3,3,2020-21
1492,Osasuna,Cadiz,3,2,2020-21
1493,Elche,Alaves,0,2,2020-21
1494,Atletico de Madrid,Real Sociedad,2,1,2020-21
1495,Celta Vigo,Getafe,1,0,2020-21
1496,Huesca,Athletic Club,1,0,2020-21
1497,Sevilla,Valencia,1,0,2020-21
1498,Eibar,Betis,1,1,2020-21
1499,Granada,Real Madrid,1,4,2020-21
1500,Valladolid,Villarreal,0,2,2020-21
1501,Alaves,Granada,4,2,2020-21
1502,Athletic Club,Real Madrid,0,1,2020-21
1503,Atletico de Madrid,Osasuna,2,1,2020-21
1504,Barcelona,Celta Vigo,1,2,2020-21
1505,Betis,Huesca,1,0,2020-21
1506,Getafe,Levante,2,1,2020-21
1507,Cadiz,Elche,1,3,2020-21
1508,Real Sociedad,Valladolid,4,1,2020-21
1509,Valencia,Eibar,4,1,2020-21
1510,Villarreal,Sevilla,4,0,2020-21
1511,Levante,Cadiz,2,2,2020-21
1512,Celta Vigo,Betis,2,3,2020-21
1513,Eibar,Barcelona,0,1,2020-21
1514,Huesca,Valencia,0,0,2020-21
1515,Osasuna,Real Sociedad,0,1,2020-21
1516,Real Madrid,Villarreal,2,1,2020-21
1517,Valladolid,Atletico de Madrid,1,2,2020-21
1518,Elche,Athletic Club,2,0,2020-21
1519,Granada,Getafe,0,0,2020-21
1520,Sevilla,Alaves,1,0,2020-21
1521,Valencia,Getafe,1,0,2021-22
1522,Osasuna,Espanyol,0,0,2021-22
1523,Mallorca,Betis,1,1,2021-22
1524,Cadiz,Levante,1,1,2021-22
1525,Alaves,Real Madrid,1,4,2021-22
1526,Celta Vigo,Atletico de Madrid,1,2,2021-22
1527,Barcelona,Real Sociedad,4,2,2021-22
1528,Sevilla,Rayo Vallecano,3,0,2021-22
1529,Villarreal,Granada,0,0,2021-22
1530,Elche,Athletic Club,0,0,2021-22
1531,Betis,Cadiz,1,1,2021-22
1532,Alaves,Mallorca,0,1,2021-22
1533,Granada,Valencia,1,1,2021-22
1534,Espanyol,Villarreal,0,0,2021-22
1535,Athletic Club,Barcelona,1,1,2021-22
1536,Real Sociedad,Rayo Vallecano,1,0,2021-22
1537,Atletico de Madrid,Elche,1,0,2021-22
1538,Levante,Real Madrid,3,3,2021-22
1539,Getafe,Sevilla,0,1,2021-22
1540,Osasuna,Celta Vigo,0,0,2021-22
1541,Mallorca,Espanyol,1,0,2021-22
1542,Valencia,Alaves,3,0,2021-22
1543,Celta Vigo,Athletic Club,0,1,2021-22
1544,Real Sociedad,Levante,1,0,2021-22
1545,Elche,Sevilla,1,1,2021-22
1546,Betis,Real Madrid,0,1,2021-22
1547,Barcelona,Getafe,2,1,2021-22
1548,Cadiz,Osasuna,2,3,2021-22
1549,Rayo Vallecano,Granada,4,0,2021-22
1550,Atletico de Madrid,Villarreal,2,2,2021-22
1551,Athletic Club,Mallorca,2,0,2021-22
1552,Levante,Rayo Vallecano,1,1,2021-22
1553,Cadiz,Real Sociedad,0,2,2021-22
1554,Espanyol,Atletico de Madrid,1,2,2021-22
1555,Osasuna,Valencia,1,4,2021-22
1556,Real Madrid,Celta Vigo,5,2,2021-22
1557,Getafe,Elche,0,1,2021-22
1558,Granada,Betis,1,2,2021-22
1559,Sevilla,Barcelona,1,1,2021-22
1560,Villarreal,Alaves,5,2,2021-22
1561,Celta Vigo,Cadiz,1,2,2021-22
1562,Alaves,Osasuna,0,2,2021-22
1563,Atletico de Madrid,Athletic Club,0,0,2021-22
1564,Rayo Vallecano,Getafe,3,0,2021-22
1565,Elche,Levante,1,1,2021-22
1566,Betis,Espanyol,2,2,2021-22
1567,Mallorca,Villarreal,0,0,2021-22
1568,Real Sociedad,Sevilla,0,0,2021-22
1569,Valencia,Real Madrid,1,2,2021-22
1570,Barcelona,Granada,1,1,2021-22
1571,Athletic Club,Rayo Vallecano,1,2,2021-22
1572,Getafe,Atletico de Madrid,1,2,2021-22
1573,Levante,Celta Vigo,0,2,2021-22
1574,Espanyol,Alaves,1,0,2021-22
1575,Real Madrid,Mallorca,6,1,2021-22
1576,Sevilla,Valencia,3,1,2021-22
1577,Villarreal,Elche,4,1,2021-22
1578,Cadiz,Barcelona,0,0,2021-22
1579,Granada,Real Sociedad,2,3,2021-22
1580,Osasuna,Betis,1,3,2021-22
1581,Alaves,Atletico de Madrid,1,0,2021-22
1582,Real Madrid,Villarreal,0,0,2021-22
1583,Sevilla,Espanyol,2,0,2021-22
1584,Valencia,Athletic Club,1,1,2021-22
1585,Barcelona,Levante,3,0,2021-22
1586,Betis,Getafe,2,0,2021-22
1587,Mallorca,Osasuna,2,3,2021-22
1588,Real Sociedad,Elche,1,0,2021-22
1589,Rayo Vallecano,Cadiz,3,1,2021-22
1590,Celta Vigo,Granada,1,0,2021-22
1591,Athletic Club,Alaves,1,0,2021-22
1592,Atletico de Madrid,Barcelona,2,0,2021-22
1593,Mallorca,Levante,1,0,2021-22
1594,Cadiz,Valencia,0,0,2021-22
1595,Osasuna,Rayo Vallecano,1,0,2021-22
1596,Getafe,Real Sociedad,1,1,2021-22
1597,Granada,Sevilla,1,0,2021-22
1598,Espanyol,Real Madrid,2,1,2021-22
1599,Villarreal,Betis,2,0,2021-22
1600,Elche,Celta Vigo,1,0,2021-22
1601,Levante,Getafe,0,0,2021-22
1602,Real Sociedad,Mallorca,1,0,2021-22
1603,Barcelona,Valencia,3,1,2021-22
1604,Celta Vigo,Sevilla,0,1,2021-22
1605,Rayo Vallecano,Elche,2,1,2021-22
1606,Villarreal,Osasuna,1,2,2021-22
1607,Alaves,Betis,0,1,2021-22
1608,Espanyol,Cadiz,2,0,2021-22
1609,Real Madrid,Athletic Club,1,0,2021-22
1610,Granada,Atletico de Madrid,2,1,2021-22
1611,Osasuna,Granada,1,1,2021-22
1612,Athletic Club,Villarreal,2,1,2021-22
1613,Cadiz,Alaves,0,2,2021-22
1614,Valencia,Mallorca,2,2,2021-22
1615,Elche,Espanyol,2,2,2021-22
1616,Atletico de Madrid,Real Sociedad,2,2,2021-22
1617,Barcelona,Real Madrid,1,2,2021-22
1618,Betis,Rayo Vallecano,3,2,2021-22
1619,Sevilla,Levante,5,3,2021-22
1620,Getafe,Celta Vigo,0,3,2021-22
1621,Alaves,Elche,1,0,2021-22
1622,Espanyol,Athletic Club,1,1,2021-22
1623,Villarreal,Cadiz,3,3,2021-22
1624,Betis,Valencia,4,1,2021-22
1625,Mallorca,Sevilla,1,1,2021-22
1626,Real Madrid,Osasuna,0,0,2021-22
1627,Rayo Vallecano,Barcelona,1,0,2021-22
1628,Celta Vigo,Real Sociedad,0,2,2021-22
1629,Granada,Getafe,1,1,2021-22
1630,Levante,Atletico de Madrid,2,2,2021-22
1631,Barcelona,Alaves,1,1,2021-22
1632,Sevilla,Osasuna,2,0,2021-22
1633,Valencia,Villarreal,2,0,2021-22
1634,Elche,Real Madrid,1,2,2021-22
1635,Atletico de Madrid,Betis,3,0,2021-22
1636,Getafe,Espanyol,2,1,2021-22
1637,Cadiz,Mallorca,1,1,2021-22
1638,Real Sociedad,Athletic Club,1,1,2021-22
1639,Levante,Granada,0,3,2021-22
1640,Rayo Vallecano,Celta Vigo,0,0,2021-22
1641,Athletic Club,Cadiz,0,1,2021-22
1642,Alaves,Levante,2,1,2021-22
1643,Celta Vigo,Barcelona,3,3,2021-22
1644,Espanyol,Granada,2,0,2021-22
1645,Real Madrid,Rayo Vallecano,2,1,2021-22
1646,Betis,Sevilla,0,2,2021-22
1647,Mallorca,Elche,2,2,2021-22
1648,Osasuna,Real Sociedad,0,2,2021-22
1649,Valencia,Atletico de Madrid,3,3,2021-22
1650,Villarreal,Getafe,1,0,2021-22
1651,Levante,Athletic Club,0,0,2021-22
1652,Atletico de Madrid,Osasuna,1,0,2021-22
1653,Barcelona,Espanyol,1,0,2021-22
1654,Celta Vigo,Villarreal,1,1,2021-22
1655,Sevilla,Alaves,2,2,2021-22
1656,Getafe,Cadiz,4,0,2021-22
1657,Granada,Real Madrid,1,4,2021-22
1658,Real Sociedad,Valencia,0,0,2021-22
1659,Elche,Betis,0,3,2021-22
1660,Rayo Vallecano,Mallorca,3,1,2021-22
1661,Athletic Club,Granada,2,2,2021-22
1662,Alaves,Celta Vigo,1,2,2021-22
1663,Mallorca,Getafe,0,0,2021-22
1664,Valencia,Rayo Vallecano,1,1,2021-22
1665,Villarreal,Barcelona,1,3,2021-22
1666,Betis,Levante,3,1,2021-22
1667,Cadiz,Atletico de Madrid,1,4,2021-22
1668,Espanyol,Real Sociedad,1,0,2021-22
1669,Real Madrid,Sevilla,2,1,2021-22
1670,Osasuna,Elche,1,1,2021-22
1671,Granada,Alaves,2,1,2021-22
1672,Atletico de Madrid,Mallorca,1,2,2021-22
1673,Barcelona,Betis,0,1,2021-22
1674,Real Sociedad,Real Madrid,0,2,2021-22
1675,Sevilla,Villarreal,1,0,2021-22
1676,Celta Vigo,Valencia,1,2,2021-22
1677,Levante,Osasuna,0,0,2021-22
1678,Rayo Vallecano,Espanyol,1,0,2021-22
1679,Elche,Cadiz,3,1,2021-22
1680,Getafe,Athletic Club,0,0,2021-22
1681,Mallorca,Celta Vigo,0,0,2021-22
1682,Alaves,Getafe,1,1,2021-22
1683,Athletic Club,Sevilla,0,1,2021-22
1684,Espanyol,Levante,4,3,2021-22
1685,Valencia,Elche,2,1,2021-22
1686,Betis,Real Sociedad,4,0,2021-22
1687,Osasuna,Barcelona,2,2,2021-22
1688,Real Madrid,Atletico de Madrid,2,0,2021-22
1689,Villarreal,Rayo Vallecano,2,0,2021-22
1690,Cadiz,Granada,1,1,2021-22
1691,Celta Vigo,Espanyol,3,1,2021-22
1692,Barcelona,Elche,3,2,2021-22
1693,Real Sociedad,Villarreal,1,3,2021-22
1694,Sevilla,Atletico de Madrid,2,1,2021-22
1695,Rayo Vallecano,Alaves,2,0,2021-22
1696,Athletic Club,Betis,3,2,2021-22
1697,Getafe,Osasuna,1,0,2021-22
1698,Granada,Mallorca,4,1,2021-22
1699,Real Madrid,Cadiz,0,0,2021-22
1700,Levante,Valencia,3,4,2021-22
1701,Athletic Club,Real Madrid,1,2,2021-22
1702,Elche,Villarreal,1,0,2021-22
1703,Betis,Alaves,4,0,2021-22
1704,Cadiz,Espanyol,2,2,2021-22
1705,Celta Vigo,Osasuna,2,0,2021-22
1706,Valencia,Sevilla,1,1,2021-22
1707,Getafe,Granada,4,2,2021-22
1708,Atletico de Madrid,Levante,0,1,2021-22
1709,Mallorca,Real Sociedad,0,2,2021-22
1710,Barcelona,Rayo Vallecano,0,1,2021-22
1711,Valencia,Espanyol,1,2,2021-22
1712,Alaves,Real Sociedad,1,1,2021-22
1713,Atletico de Madrid,Rayo Vallecano,2,0,2021-22
1714,Betis,Celta Vigo,0,2,2021-22
1715,Mallorca,Barcelona,0,1,2021-22
1716,Getafe,Real Madrid,1,0,2021-22
1717,Elche,Granada,0,0,2021-22
1718,Cadiz,Sevilla,0,1,2021-22
1719,Osasuna,Athletic Club,1,3,2021-22
1720,Villarreal,Levante,5,0,2021-22
1721,Granada,Barcelona,1,1,2021-22
1722,Levante,Mallorca,2,0,2021-22
1723,Real Madrid,Valencia,4,1,2021-22
1724,Real Sociedad,Celta Vigo,1,0,2021-22
1725,Alaves,Athletic Club,0,0,2021-22
1726,Osasuna,Cadiz,2,0,2021-22
1727,Sevilla,Getafe,1,0,2021-22
1728,Rayo Vallecano,Betis,1,1,2021-22
1729,Villarreal,Atletico de Madrid,2,2,2021-22
1730,Espanyol,Elche,1,2,2021-22
1731,Espanyol,Betis,1,4,2021-22
1732,Atletico de Madrid,Valencia,3,2,2021-22
1733,Levante,Cadiz,0,2,2021-22
1734,Sevilla,Celta Vigo,2,2,2021-22
1735,Villarreal,Mallorca,3,0,2021-22
1736,Alaves,Barcelona,0,1,2021-22
1737,Granada,Osasuna,0,2,2021-22
1738,Real Madrid,Elche,2,2,2021-22
1739,Real Sociedad,Getafe,0,0,2021-22
1740,Rayo Vallecano,Athletic Club,0,1,2021-22
1741,Getafe,Levante,3,0,2021-22
1742,Celta Vigo,Rayo Vallecano,2,0,2021-22
1743,Mallorca,Cadiz,2,1,2021-22
1744,Osasuna,Sevilla,0,0,2021-22
1745,Elche,Alaves,3,1,2021-22
1746,Barcelona,Atletico de Madrid,4,2,2021-22
1747,Betis,Villarreal,0,2,2021-22
1748,Real Madrid,Granada,1,0,2021-22
1749,Valencia,Real Sociedad,0,0,2021-22
1750,Athletic Club,Espanyol,2,1,2021-22
1751,Sevilla,Elche,2,0,2021-22
1752,Atletico de Madrid,Getafe,4,3,2021-22
1753,Cadiz,Celta Vigo,0,0,2021-22
1754,Rayo Vallecano,Osasuna,0,3,2021-22
1755,Villarreal,Real Madrid,0,0,2021-22
1756,Alaves,Valencia,2,1,2021-22
1757,Espanyol,Barcelona,2,2,2021-22
1758,Levante,Betis,2,4,2021-22
1759,Real Sociedad,Granada,2,0,2021-22
1760,Mallorca,Athletic Club,3,2,2021-22
1761,Elche,Rayo Vallecano,2,1,2021-22
1762,Cadiz,Getafe,1,1,2021-22
1763,Granada,Villarreal,1,4,2021-22
1764,Osasuna,Atletico de Madrid,0,3,2021-22
1765,Real Madrid,Alaves,3,0,2021-22
1766,Athletic Club,Real Sociedad,4,0,2021-22
1767,Betis,Mallorca,2,1,2021-22
1768,Espanyol,Sevilla,1,1,2021-22
1769,Valencia,Barcelona,1,4,2021-22
1770,Celta Vigo,Levante,1,1,2021-22
1771,Levante,Elche,3,0,2021-22
1772,Atletico de Madrid,Celta Vigo,2,0,2021-22
