idPartido,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,Temporada,SCA90_visitante,GCA90_visitante,SCA90_local,GCA90_local,Pases Completados_visitante,Distancia Progresiva de Pase_visitante,Asistencias Esperadas_visitante,Centro al Punto Penal_visitante,Pases Progresivos_visitante,Pases Completados_local,Distancia Progresiva de Pase_local,Asistencias Esperadas_local,Centro al Punto Penal_local,Pases Progresivos_local,Derribos conseguidos_visitante,% Dribladores derribados_visitante,Desafios Perdidos_visitante,Disparos Bloqueados_visitante,Intercepciones_visitante,Errores_visitante,Derribos conseguidos_local,% Dribladores derribados_local,Desafios Perdidos_local,Disparos Bloqueados_local,Intercepciones_local,Errores_local,PSxG-GA/90_visitante,PSxG-GA/90_local
874,Sevilla,Atletico de Madrid,1,1,2019-2020,20.79,2.26,22.97,2.34,357.8,2325.3,0.98,1.29,35.1,461.2,2796.4,1.04,2.89,48.0,10.7,44.2,9.39,2.84,10.8,0.47,9.05,39.5,10.5,2.47,9.11,0.26,0.15,-0.02
875,Celta Vigo,Getafe,0,1,2019-2020,18.18,1.84,17.34,1.76,218.9,2059.6,0.7,3.42,31.5,382.9,2376.9,0.69,1.58,35.9,8.97,41.0,8.89,1.58,9.66,0.32,9.39,40.8,9.58,2.34,10.4,0.32,0.09,-0.08
876,Granada,Real Sociedad,1,2,2019-2020,19.58,2.42,17.63,2.26,420.8,2612.6,0.91,2.26,41.8,258.2,2096.2,0.69,1.82,26.6,8.45,44.0,8.45,2.08,8.42,0.32,9.18,41.8,8.74,3.11,10.1,0.26,-0.04,0.02
877,Leganes,Eibar,1,2,2019-2020,18.66,1.66,19.79,1.42,274.7,2208.5,0.69,2.84,33.3,272.0,2132.3,0.67,2.5,30.7,8.89,43.5,9.03,2.13,11.3,0.21,9.39,41.6,9.37,1.92,11.0,0.18,-0.07,-0.09
878,Osasuna,Alaves,4,2,2019-2020,14.13,1.53,20.61,1.92,252.9,2172.9,0.58,1.47,24.8,288.4,2337.2,0.78,2.47,35.8,9.11,41.2,9.58,3.0,10.3,0.18,9.5,43.3,9.21,2.58,11.0,0.5,-0.06,-0.08
879,Villarreal,Athletic Club,0,0,2019-2020,18.16,1.71,22.74,2.84,329.8,2375.0,0.66,2.24,34.0,426.8,2601.3,0.98,1.97,39.0,8.53,35.4,10.4,2.42,9.82,0.18,8.5,36.2,10.1,3.05,8.92,0.32,0.1,-0.05
880,Valladolid,Mallorca,3,0,2019-2020,19.53,1.68,17.03,1.39,310.1,2238.4,0.7,1.92,31.8,294.4,2155.9,0.54,1.5,29.1,8.89,37.7,9.87,3.08,9.89,0.24,8.61,35.6,11.4,2.95,10.3,0.34,-0.01,0.13
881,Real Sociedad,Leganes,1,1,2019-2020,19.79,1.42,19.58,2.42,272.0,2132.3,0.67,2.5,30.7,420.8,2612.6,0.91,2.26,41.8,9.39,41.6,9.37,1.92,11.0,0.18,8.45,44.0,8.45,2.08,8.42,0.32,-0.09,-0.04
882,Alaves,Valladolid,3,0,2019-2020,17.03,1.39,14.13,1.53,294.4,2155.9,0.54,1.5,29.1,252.9,2172.9,0.58,1.47,24.8,8.61,35.6,11.4,2.95,10.3,0.34,9.11,41.2,9.58,3.0,10.3,0.18,0.13,-0.06
883,Barcelona,Celta Vigo,4,1,2019-2020,17.34,1.76,23.76,3.95,382.9,2376.9,0.69,1.58,35.9,651.5,3158.3,1.35,0.82,53.7,9.39,40.8,9.58,2.34,10.4,0.32,8.5,42.1,7.63,2.29,9.0,0.42,-0.08,-0.04
884,Eibar,Real Madrid,0,4,2019-2020,26.87,3.29,18.66,1.66,529.1,2989.7,1.24,2.63,51.9,274.7,2208.5,0.69,2.84,33.3,9.34,38.0,9.71,2.03,10.0,0.34,8.89,43.5,9.03,2.13,11.3,0.21,0.15,-0.07
885,Valencia,Granada,2,0,2019-2020,17.63,2.26,16.11,2.11,258.2,2096.2,0.69,1.82,26.6,381.3,2393.9,0.78,1.55,36.3,9.18,41.8,8.74,3.11,10.1,0.26,8.18,39.4,9.39,3.42,9.47,0.32,0.02,-0.05
886,Athletic Club,Levante,2,1,2019-2020,19.63,2.08,18.16,1.71,326.7,2419.9,0.72,1.97,35.7,329.8,2375.0,0.66,2.24,34.0,7.58,38.3,8.63,2.82,8.71,0.37,8.53,35.4,10.4,2.42,9.82,0.18,0.09,0.1
887,Atletico de Madrid,Espanyol,3,1,2019-2020,18.18,1.16,20.79,2.26,312.7,2297.0,0.7,2.26,32.6,357.8,2325.3,0.98,1.29,35.1,9.58,36.7,11.7,2.53,9.47,0.45,10.7,44.2,9.39,2.84,10.8,0.47,-0.04,0.15
888,Betis,Sevilla,1,2,2019-2020,22.97,2.34,22.03,1.97,461.2,2796.4,1.04,2.89,48.0,425.8,2486.6,0.89,2.21,38.8,9.05,39.5,10.5,2.47,9.11,0.26,7.87,43.2,7.63,3.13,7.95,0.21,-0.02,-0.11
889,Getafe,Osasuna,0,0,2019-2020,20.61,1.92,18.18,1.84,288.4,2337.2,0.78,2.47,35.8,218.9,2059.6,0.7,3.42,31.5,9.5,43.3,9.21,2.58,11.0,0.5,8.97,41.0,8.89,1.58,9.66,0.32,-0.08,0.09
890,Mallorca,Villarreal,3,1,2019-2020,22.74,2.84,19.53,1.68,426.8,2601.3,0.98,1.97,39.0,310.1,2238.4,0.7,1.92,31.8,8.5,36.2,10.1,3.05,8.92,0.32,8.89,37.7,9.87,3.08,9.89,0.24,-0.05,-0.01
891,Levante,Mallorca,2,1,2019-2020,19.53,1.68,19.63,2.08,310.1,2238.4,0.7,1.92,31.8,326.7,2419.9,0.72,1.97,35.7,8.89,37.7,9.87,3.08,9.89,0.24,7.58,38.3,8.63,2.82,8.71,0.37,-0.01,0.09
892,Betis,Valencia,2,1,2019-2020,16.11,2.11,22.03,1.97,381.3,2393.9,0.78,1.55,36.3,425.8,2486.6,0.89,2.21,38.8,8.18,39.4,9.39,3.42,9.47,0.32,7.87,43.2,7.63,3.13,7.95,0.21,-0.05,-0.11
893,Granada,Atletico de Madrid,1,1,2019-2020,20.79,2.26,17.63,2.26,357.8,2325.3,0.98,1.29,35.1,258.2,2096.2,0.69,1.82,26.6,10.7,44.2,9.39,2.84,10.8,0.47,9.18,41.8,8.74,3.11,10.1,0.26,0.15,0.02
894,Leganes,Barcelona,1,2,2019-2020,23.76,3.95,19.79,1.42,651.5,3158.3,1.35,0.82,53.7,272.0,2132.3,0.67,2.5,30.7,8.5,42.1,7.63,2.29,9.0,0.42,9.39,41.6,9.37,1.92,11.0,0.18,-0.04,-0.09
895,Real Madrid,Real Sociedad,3,1,2019-2020,19.58,2.42,26.87,3.29,420.8,2612.6,0.91,2.26,41.8,529.1,2989.7,1.24,2.63,51.9,8.45,44.0,8.45,2.08,8.42,0.32,9.34,38.0,9.71,2.03,10.0,0.34,-0.04,0.15
896,Eibar,Alaves,0,2,2019-2020,14.13,1.53,18.66,1.66,252.9,2172.9,0.58,1.47,24.8,274.7,2208.5,0.69,2.84,33.3,9.11,41.2,9.58,3.0,10.3,0.18,8.89,43.5,9.03,2.13,11.3,0.21,-0.06,-0.07
897,Espanyol,Getafe,1,1,2019-2020,18.18,1.84,18.18,1.16,218.9,2059.6,0.7,3.42,31.5,312.7,2297.0,0.7,2.26,32.6,8.97,41.0,8.89,1.58,9.66,0.32,9.58,36.7,11.7,2.53,9.47,0.45,0.09,-0.04
898,Osasuna,Athletic Club,1,2,2019-2020,18.16,1.71,20.61,1.92,329.8,2375.0,0.66,2.24,34.0,288.4,2337.2,0.78,2.47,35.8,8.53,35.4,10.4,2.42,9.82,0.18,9.5,43.3,9.21,2.58,11.0,0.5,0.1,-0.08
899,Villarreal,Celta Vigo,1,3,2019-2020,17.34,1.76,22.74,2.84,382.9,2376.9,0.69,1.58,35.9,426.8,2601.3,0.98,1.97,39.0,9.39,40.8,9.58,2.34,10.4,0.32,8.5,36.2,10.1,3.05,8.92,0.32,-0.08,-0.05
900,Valladolid,Sevilla,0,1,2019-2020,22.97,2.34,17.03,1.39,461.2,2796.4,1.04,2.89,48.0,294.4,2155.9,0.54,1.5,29.1,9.05,39.5,10.5,2.47,9.11,0.26,8.61,35.6,11.4,2.95,10.3,0.34,-0.02,0.13
901,Celta Vigo,Valladolid,0,0,2019-2020,17.03,1.39,17.34,1.76,294.4,2155.9,0.54,1.5,29.1,382.9,2376.9,0.69,1.58,35.9,8.61,35.6,11.4,2.95,10.3,0.34,9.39,40.8,9.58,2.34,10.4,0.32,0.13,-0.08
902,Alaves,Real Madrid,1,2,2019-2020,26.87,3.29,14.13,1.53,529.1,2989.7,1.24,2.63,51.9,252.9,2172.9,0.58,1.47,24.8,9.34,38.0,9.71,2.03,10.0,0.34,9.11,41.2,9.58,3.0,10.3,0.18,0.15,-0.06
903,Mallorca,Betis,1,2,2019-2020,22.03,1.97,19.53,1.68,425.8,2486.6,0.89,2.21,38.8,310.1,2238.4,0.7,1.92,31.8,7.87,43.2,7.63,3.13,7.95,0.21,8.89,37.7,9.87,3.08,9.89,0.24,-0.11,-0.01
904,Real Sociedad,Eibar,4,1,2019-2020,18.66,1.66,19.58,2.42,274.7,2208.5,0.69,2.84,33.3,420.8,2612.6,0.91,2.26,41.8,8.89,43.5,9.03,2.13,11.3,0.21,8.45,44.0,8.45,2.08,8.42,0.32,-0.07,-0.04
905,Valencia,Villarreal,2,1,2019-2020,22.74,2.84,16.11,2.11,426.8,2601.3,0.98,1.97,39.0,381.3,2393.9,0.78,1.55,36.3,8.5,36.2,10.1,3.05,8.92,0.32,8.18,39.4,9.39,3.42,9.47,0.32,-0.05,-0.05
906,Athletic Club,Granada,2,0,2019-2020,17.63,2.26,18.16,1.71,258.2,2096.2,0.69,1.82,26.6,329.8,2375.0,0.66,2.24,34.0,9.18,41.8,8.74,3.11,10.1,0.26,8.53,35.4,10.4,2.42,9.82,0.18,0.02,0.1
907,Atletico de Madrid,Barcelona,0,1,2019-2020,23.76,3.95,20.79,2.26,651.5,3158.3,1.35,0.82,53.7,357.8,2325.3,0.98,1.29,35.1,8.5,42.1,7.63,2.29,9.0,0.42,10.7,44.2,9.39,2.84,10.8,0.47,-0.04,0.15
908,Espanyol,Osasuna,2,4,2019-2020,20.61,1.92,18.18,1.16,288.4,2337.2,0.78,2.47,35.8,312.7,2297.0,0.7,2.26,32.6,9.5,43.3,9.21,2.58,11.0,0.5,9.58,36.7,11.7,2.53,9.47,0.45,-0.08,-0.04
909,Getafe,Levante,4,0,2019-2020,19.63,2.08,18.18,1.84,326.7,2419.9,0.72,1.97,35.7,218.9,2059.6,0.7,3.42,31.5,7.58,38.3,8.63,2.82,8.71,0.37,8.97,41.0,8.89,1.58,9.66,0.32,0.09,0.09
910,Sevilla,Leganes,1,0,2019-2020,19.79,1.42,22.97,2.34,272.0,2132.3,0.67,2.5,30.7,461.2,2796.4,1.04,2.89,48.0,9.39,41.6,9.37,1.92,11.0,0.18,9.05,39.5,10.5,2.47,9.11,0.26,-0.09,-0.02
911,Villarreal,Atletico de Madrid,0,0,2019-2020,20.79,2.26,22.74,2.84,357.8,2325.3,0.98,1.29,35.1,426.8,2601.3,0.98,1.97,39.0,10.7,44.2,9.39,2.84,10.8,0.47,8.5,36.2,10.1,3.05,8.92,0.32,0.15,-0.05
912,Barcelona,Mallorca,5,2,2019-2020,19.53,1.68,23.76,3.95,310.1,2238.4,0.7,1.92,31.8,651.5,3158.3,1.35,0.82,53.7,8.89,37.7,9.87,3.08,9.89,0.24,8.5,42.1,7.63,2.29,9.0,0.42,-0.01,-0.04
913,Granada,Alaves,3,0,2019-2020,14.13,1.53,17.63,2.26,252.9,2172.9,0.58,1.47,24.8,258.2,2096.2,0.69,1.82,26.6,9.11,41.2,9.58,3.0,10.3,0.18,9.18,41.8,8.74,3.11,10.1,0.26,-0.06,0.02
914,Levante,Valencia,2,4,2019-2020,16.11,2.11,19.63,2.08,381.3,2393.9,0.78,1.55,36.3,326.7,2419.9,0.72,1.97,35.7,8.18,39.4,9.39,3.42,9.47,0.32,7.58,38.3,8.63,2.82,8.71,0.37,-0.05,0.09
915,Real Madrid,Espanyol,2,0,2019-2020,18.18,1.16,26.87,3.29,312.7,2297.0,0.7,2.26,32.6,529.1,2989.7,1.24,2.63,51.9,9.58,36.7,11.7,2.53,9.47,0.45,9.34,38.0,9.71,2.03,10.0,0.34,-0.04,0.15
916,Betis,Athletic Club,3,2,2019-2020,18.16,1.71,22.03,1.97,329.8,2375.0,0.66,2.24,34.0,425.8,2486.6,0.89,2.21,38.8,8.53,35.4,10.4,2.42,9.82,0.18,7.87,43.2,7.63,3.13,7.95,0.21,0.1,-0.11
917,Eibar,Getafe,0,1,2019-2020,18.18,1.84,18.66,1.66,218.9,2059.6,0.7,3.42,31.5,274.7,2208.5,0.69,2.84,33.3,8.97,41.0,8.89,1.58,9.66,0.32,8.89,43.5,9.03,2.13,11.3,0.21,0.09,-0.07
918,Leganes,Celta Vigo,3,2,2019-2020,17.34,1.76,19.79,1.42,382.9,2376.9,0.69,1.58,35.9,272.0,2132.3,0.67,2.5,30.7,9.39,40.8,9.58,2.34,10.4,0.32,9.39,41.6,9.37,1.92,11.0,0.18,-0.08,-0.09
919,Osasuna,Sevilla,1,1,2019-2020,22.97,2.34,20.61,1.92,461.2,2796.4,1.04,2.89,48.0,288.4,2337.2,0.78,2.47,35.8,9.05,39.5,10.5,2.47,9.11,0.26,9.5,43.3,9.21,2.58,11.0,0.5,-0.02,-0.08
920,Valladolid,Real Sociedad,0,0,2019-2020,19.58,2.42,17.03,1.39,420.8,2612.6,0.91,2.26,41.8,294.4,2155.9,0.54,1.5,29.1,8.45,44.0,8.45,2.08,8.42,0.32,8.61,35.6,11.4,2.95,10.3,0.34,-0.04,0.13
921,Alaves,Leganes,1,1,2019-2020,19.79,1.42,14.13,1.53,272.0,2132.3,0.67,2.5,30.7,252.9,2172.9,0.58,1.47,24.8,9.39,41.6,9.37,1.92,11.0,0.18,9.11,41.2,9.58,3.0,10.3,0.18,-0.09,-0.06
922,Athletic Club,Eibar,0,0,2019-2020,18.66,1.66,18.16,1.71,274.7,2208.5,0.69,2.84,33.3,329.8,2375.0,0.66,2.24,34.0,8.89,43.5,9.03,2.13,11.3,0.21,8.53,35.4,10.4,2.42,9.82,0.18,-0.07,0.1
923,Atletico de Madrid,Osasuna,2,0,2019-2020,20.61,1.92,20.79,2.26,288.4,2337.2,0.78,2.47,35.8,357.8,2325.3,0.98,1.29,35.1,9.5,43.3,9.21,2.58,11.0,0.5,10.7,44.2,9.39,2.84,10.8,0.47,-0.08,0.15
924,Granada,Levante,1,2,2019-2020,19.63,2.08,17.63,2.26,326.7,2419.9,0.72,1.97,35.7,258.2,2096.2,0.69,1.82,26.6,7.58,38.3,8.63,2.82,8.71,0.37,9.18,41.8,8.74,3.11,10.1,0.26,0.09,0.02
925,Real Sociedad,Barcelona,2,2,2019-2020,23.76,3.95,19.58,2.42,651.5,3158.3,1.35,0.82,53.7,420.8,2612.6,0.91,2.26,41.8,8.5,42.1,7.63,2.29,9.0,0.42,8.45,44.0,8.45,2.08,8.42,0.32,-0.04,-0.04
926,Celta Vigo,Mallorca,2,2,2019-2020,19.53,1.68,17.34,1.76,310.1,2238.4,0.7,1.92,31.8,382.9,2376.9,0.69,1.58,35.9,8.89,37.7,9.87,3.08,9.89,0.24,9.39,40.8,9.58,2.34,10.4,0.32,-0.01,-0.08
927,Espanyol,Betis,2,2,2019-2020,22.03,1.97,18.18,1.16,425.8,2486.6,0.89,2.21,38.8,312.7,2297.0,0.7,2.26,32.6,7.87,43.2,7.63,3.13,7.95,0.21,9.58,36.7,11.7,2.53,9.47,0.45,-0.11,-0.04
928,Getafe,Valladolid,2,0,2019-2020,17.03,1.39,18.18,1.84,294.4,2155.9,0.54,1.5,29.1,218.9,2059.6,0.7,3.42,31.5,8.61,35.6,11.4,2.95,10.3,0.34,8.97,41.0,8.89,1.58,9.66,0.32,0.13,0.09
929,Sevilla,Villarreal,1,2,2019-2020,22.74,2.84,22.97,2.34,426.8,2601.3,0.98,1.97,39.0,461.2,2796.4,1.04,2.89,48.0,8.5,36.2,10.1,3.05,8.92,0.32,9.05,39.5,10.5,2.47,9.11,0.26,-0.05,-0.02
930,Valencia,Real Madrid,1,1,2019-2020,26.87,3.29,16.11,2.11,529.1,2989.7,1.24,2.63,51.9,381.3,2393.9,0.78,1.55,36.3,9.34,38.0,9.71,2.03,10.0,0.34,8.18,39.4,9.39,3.42,9.47,0.32,0.15,-0.05
931,Eibar,Granada,3,0,2019-2020,17.63,2.26,18.66,1.66,258.2,2096.2,0.69,1.82,26.6,274.7,2208.5,0.69,2.84,33.3,9.18,41.8,8.74,3.11,10.1,0.26,8.89,43.5,9.03,2.13,11.3,0.21,0.02,-0.07
932,Barcelona,Alaves,4,1,2019-2020,14.13,1.53,23.76,3.95,252.9,2172.9,0.58,1.47,24.8,651.5,3158.3,1.35,0.82,53.7,9.11,41.2,9.58,3.0,10.3,0.18,8.5,42.1,7.63,2.29,9.0,0.42,-0.06,-0.04
933,Mallorca,Sevilla,0,2,2019-2020,22.97,2.34,19.53,1.68,461.2,2796.4,1.04,2.89,48.0,310.1,2238.4,0.7,1.92,31.8,9.05,39.5,10.5,2.47,9.11,0.26,8.89,37.7,9.87,3.08,9.89,0.24,-0.02,-0.01
934,Villarreal,Getafe,1,0,2019-2020,18.18,1.84,22.74,2.84,218.9,2059.6,0.7,3.42,31.5,426.8,2601.3,0.98,1.97,39.0,8.97,41.0,8.89,1.58,9.66,0.32,8.5,36.2,10.1,3.05,8.92,0.32,0.09,-0.05
935,Valladolid,Valencia,1,1,2019-2020,16.11,2.11,17.03,1.39,381.3,2393.9,0.78,1.55,36.3,294.4,2155.9,0.54,1.5,29.1,8.18,39.4,9.39,3.42,9.47,0.32,8.61,35.6,11.4,2.95,10.3,0.34,-0.05,0.13
936,Betis,Atletico de Madrid,1,2,2019-2020,20.79,2.26,22.03,1.97,357.8,2325.3,0.98,1.29,35.1,425.8,2486.6,0.89,2.21,38.8,10.7,44.2,9.39,2.84,10.8,0.47,7.87,43.2,7.63,3.13,7.95,0.21,0.15,-0.11
937,Leganes,Espanyol,2,0,2019-2020,18.18,1.16,19.79,1.42,312.7,2297.0,0.7,2.26,32.6,272.0,2132.3,0.67,2.5,30.7,9.58,36.7,11.7,2.53,9.47,0.45,9.39,41.6,9.37,1.92,11.0,0.18,-0.04,-0.09
938,Levante,Celta Vigo,3,1,2019-2020,17.34,1.76,19.63,2.08,382.9,2376.9,0.69,1.58,35.9,326.7,2419.9,0.72,1.97,35.7,9.39,40.8,9.58,2.34,10.4,0.32,7.58,38.3,8.63,2.82,8.71,0.37,-0.08,0.09
939,Osasuna,Real Sociedad,3,4,2019-2020,19.58,2.42,20.61,1.92,420.8,2612.6,0.91,2.26,41.8,288.4,2337.2,0.78,2.47,35.8,8.45,44.0,8.45,2.08,8.42,0.32,9.5,43.3,9.21,2.58,11.0,0.5,-0.04,-0.08
940,Real Madrid,Athletic Club,0,0,2019-2020,18.16,1.71,26.87,3.29,329.8,2375.0,0.66,2.24,34.0,529.1,2989.7,1.24,2.63,51.9,8.53,35.4,10.4,2.42,9.82,0.18,9.34,38.0,9.71,2.03,10.0,0.34,0.1,0.15
941,Sevilla,Athletic Club,1,1,2019-2020,18.16,1.71,22.97,2.34,329.8,2375.0,0.66,2.24,34.0,461.2,2796.4,1.04,2.89,48.0,8.53,35.4,10.4,2.42,9.82,0.18,9.05,39.5,10.5,2.47,9.11,0.26,0.1,-0.02
942,Valladolid,Leganes,2,2,2019-2020,19.79,1.42,17.03,1.39,272.0,2132.3,0.67,2.5,30.7,294.4,2155.9,0.54,1.5,29.1,9.39,41.6,9.37,1.92,11.0,0.18,8.61,35.6,11.4,2.95,10.3,0.34,-0.09,0.13
943,Atletico de Madrid,Levante,2,1,2019-2020,19.63,2.08,20.79,2.26,326.7,2419.9,0.72,1.97,35.7,357.8,2325.3,0.98,1.29,35.1,7.58,38.3,8.63,2.82,8.71,0.37,10.7,44.2,9.39,2.84,10.8,0.47,0.09,0.15
944,Espanyol,Barcelona,2,2,2019-2020,23.76,3.95,18.18,1.16,651.5,3158.3,1.35,0.82,53.7,312.7,2297.0,0.7,2.26,32.6,8.5,42.1,7.63,2.29,9.0,0.42,9.58,36.7,11.7,2.53,9.47,0.45,-0.04,-0.04
945,Getafe,Real Madrid,0,3,2019-2020,26.87,3.29,18.18,1.84,529.1,2989.7,1.24,2.63,51.9,218.9,2059.6,0.7,3.42,31.5,9.34,38.0,9.71,2.03,10.0,0.34,8.97,41.0,8.89,1.58,9.66,0.32,0.15,0.09
946,Valencia,Eibar,1,0,2019-2020,18.66,1.66,16.11,2.11,274.7,2208.5,0.69,2.84,33.3,381.3,2393.9,0.78,1.55,36.3,8.89,43.5,9.03,2.13,11.3,0.21,8.18,39.4,9.39,3.42,9.47,0.32,-0.07,-0.05
947,Alaves,Betis,1,1,2019-2020,22.03,1.97,14.13,1.53,425.8,2486.6,0.89,2.21,38.8,252.9,2172.9,0.58,1.47,24.8,7.87,43.2,7.63,3.13,7.95,0.21,9.11,41.2,9.58,3.0,10.3,0.18,-0.11,-0.06
948,Celta Vigo,Osasuna,1,1,2019-2020,20.61,1.92,17.34,1.76,288.4,2337.2,0.78,2.47,35.8,382.9,2376.9,0.69,1.58,35.9,9.5,43.3,9.21,2.58,11.0,0.5,9.39,40.8,9.58,2.34,10.4,0.32,-0.08,-0.08
949,Granada,Mallorca,1,0,2019-2020,19.53,1.68,17.63,2.26,310.1,2238.4,0.7,1.92,31.8,258.2,2096.2,0.69,1.82,26.6,8.89,37.7,9.87,3.08,9.89,0.24,9.18,41.8,8.74,3.11,10.1,0.26,-0.01,0.02
950,Real Sociedad,Villarreal,1,2,2019-2020,22.74,2.84,19.58,2.42,426.8,2601.3,0.98,1.97,39.0,420.8,2612.6,0.91,2.26,41.8,8.5,36.2,10.1,3.05,8.92,0.32,8.45,44.0,8.45,2.08,8.42,0.32,-0.05,-0.04
951,Leganes,Getafe,0,3,2019-2020,18.18,1.84,19.79,1.42,218.9,2059.6,0.7,3.42,31.5,272.0,2132.3,0.67,2.5,30.7,8.97,41.0,8.89,1.58,9.66,0.32,9.39,41.6,9.37,1.92,11.0,0.18,0.09,-0.09
952,Eibar,Atletico de Madrid,2,0,2019-2020,20.79,2.26,18.66,1.66,357.8,2325.3,0.98,1.29,35.1,274.7,2208.5,0.69,2.84,33.3,10.7,44.2,9.39,2.84,10.8,0.47,8.89,43.5,9.03,2.13,11.3,0.21,0.15,-0.07
953,Levante,Alaves,0,1,2019-2020,14.13,1.53,19.63,2.08,252.9,2172.9,0.58,1.47,24.8,326.7,2419.9,0.72,1.97,35.7,9.11,41.2,9.58,3.0,10.3,0.18,7.58,38.3,8.63,2.82,8.71,0.37,-0.06,0.09
954,Osasuna,Valladolid,0,0,2019-2020,17.03,1.39,20.61,1.92,294.4,2155.9,0.54,1.5,29.1,288.4,2337.2,0.78,2.47,35.8,8.61,35.6,11.4,2.95,10.3,0.34,9.5,43.3,9.21,2.58,11.0,0.5,0.13,-0.08
955,Real Madrid,Sevilla,2,1,2019-2020,22.97,2.34,26.87,3.29,461.2,2796.4,1.04,2.89,48.0,529.1,2989.7,1.24,2.63,51.9,9.05,39.5,10.5,2.47,9.11,0.26,9.34,38.0,9.71,2.03,10.0,0.34,-0.02,0.15
956,Athletic Club,Celta Vigo,1,1,2019-2020,17.34,1.76,18.16,1.71,382.9,2376.9,0.69,1.58,35.9,329.8,2375.0,0.66,2.24,34.0,9.39,40.8,9.58,2.34,10.4,0.32,8.53,35.4,10.4,2.42,9.82,0.18,-0.08,0.1
957,Barcelona,Granada,1,0,2019-2020,17.63,2.26,23.76,3.95,258.2,2096.2,0.69,1.82,26.6,651.5,3158.3,1.35,0.82,53.7,9.18,41.8,8.74,3.11,10.1,0.26,8.5,42.1,7.63,2.29,9.0,0.42,0.02,-0.04
958,Betis,Real Sociedad,3,0,2019-2020,19.58,2.42,22.03,1.97,420.8,2612.6,0.91,2.26,41.8,425.8,2486.6,0.89,2.21,38.8,8.45,44.0,8.45,2.08,8.42,0.32,7.87,43.2,7.63,3.13,7.95,0.21,-0.04,-0.11
959,Mallorca,Valencia,4,1,2019-2020,16.11,2.11,19.53,1.68,381.3,2393.9,0.78,1.55,36.3,310.1,2238.4,0.7,1.92,31.8,8.18,39.4,9.39,3.42,9.47,0.32,8.89,37.7,9.87,3.08,9.89,0.24,-0.05,-0.01
960,Villarreal,Espanyol,1,2,2019-2020,18.18,1.16,22.74,2.84,312.7,2297.0,0.7,2.26,32.6,426.8,2601.3,0.98,1.97,39.0,9.58,36.7,11.7,2.53,9.47,0.45,8.5,36.2,10.1,3.05,8.92,0.32,-0.04,-0.05
961,Osasuna,Levante,2,0,2019-2020,19.63,2.08,20.61,1.92,326.7,2419.9,0.72,1.97,35.7,288.4,2337.2,0.78,2.47,35.8,7.58,38.3,8.63,2.82,8.71,0.37,9.5,43.3,9.21,2.58,11.0,0.5,0.09,-0.08
962,Alaves,Villarreal,1,2,2019-2020,22.74,2.84,14.13,1.53,426.8,2601.3,0.98,1.97,39.0,252.9,2172.9,0.58,1.47,24.8,8.5,36.2,10.1,3.05,8.92,0.32,9.11,41.2,9.58,3.0,10.3,0.18,-0.05,-0.06
963,Espanyol,Athletic Club,1,1,2019-2020,18.16,1.71,18.18,1.16,329.8,2375.0,0.66,2.24,34.0,312.7,2297.0,0.7,2.26,32.6,8.53,35.4,10.4,2.42,9.82,0.18,9.58,36.7,11.7,2.53,9.47,0.45,0.1,-0.04
964,Sevilla,Granada,2,0,2019-2020,17.63,2.26,22.97,2.34,258.2,2096.2,0.69,1.82,26.6,461.2,2796.4,1.04,2.89,48.0,9.18,41.8,8.74,3.11,10.1,0.26,9.05,39.5,10.5,2.47,9.11,0.26,0.02,-0.02
965,Valencia,Barcelona,2,0,2019-2020,23.76,3.95,16.11,2.11,651.5,3158.3,1.35,0.82,53.7,381.3,2393.9,0.78,1.55,36.3,8.5,42.1,7.63,2.29,9.0,0.42,8.18,39.4,9.39,3.42,9.47,0.32,-0.04,-0.05
966,Atletico de Madrid,Leganes,0,0,2019-2020,19.79,1.42,20.79,2.26,272.0,2132.3,0.67,2.5,30.7,357.8,2325.3,0.98,1.29,35.1,9.39,41.6,9.37,1.92,11.0,0.18,10.7,44.2,9.39,2.84,10.8,0.47,-0.09,0.15
967,Celta Vigo,Eibar,0,0,2019-2020,18.66,1.66,17.34,1.76,274.7,2208.5,0.69,2.84,33.3,382.9,2376.9,0.69,1.58,35.9,8.89,43.5,9.03,2.13,11.3,0.21,9.39,40.8,9.58,2.34,10.4,0.32,-0.07,-0.08
968,Getafe,Betis,1,0,2019-2020,22.03,1.97,18.18,1.84,425.8,2486.6,0.89,2.21,38.8,218.9,2059.6,0.7,3.42,31.5,7.87,43.2,7.63,3.13,7.95,0.21,8.97,41.0,8.89,1.58,9.66,0.32,-0.11,0.09
969,Real Sociedad,Mallorca,3,0,2019-2020,19.53,1.68,19.58,2.42,310.1,2238.4,0.7,1.92,31.8,420.8,2612.6,0.91,2.26,41.8,8.89,37.7,9.87,3.08,9.89,0.24,8.45,44.0,8.45,2.08,8.42,0.32,-0.01,-0.04
970,Valladolid,Real Madrid,0,1,2019-2020,26.87,3.29,17.03,1.39,529.1,2989.7,1.24,2.63,51.9,294.4,2155.9,0.54,1.5,29.1,9.34,38.0,9.71,2.03,10.0,0.34,8.61,35.6,11.4,2.95,10.3,0.34,0.15,0.13
