idPartido,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,Temporada,SCA90_local,GCA90_local,SCA90_visitante,GCA90_visitante
337,Atletico de Madrid,Betis,0,0,2017-2018,18.45,2.74,19.05,2.45
338,Athletic Club,Levante,1,3,2017-2018,19.5,1.79,19.16,2.08
339,Sevilla,Real Madrid,3,2,2017-2018,24.39,2.37,33.95,4.37
340,Barcelona,Villarreal,5,1,2017-2018,27.24,4.47,21.87,2.5
341,Levante,Sevilla,2,1,2017-2018,19.16,2.08,24.39,2.37
342,Villarreal,Celta Vigo,4,1,2017-2018,21.87,2.5,21.11,2.71
343,Real Madrid,Leganes,2,1,2017-2018,33.95,4.37,17.84,1.45
344,Real Sociedad,Athletic Club,3,1,2017-2018,24.26,2.84,19.5,1.79
345,Espanyol,Las Palmas,1,1,2017-2018,19.05,1.58,19.26,1.08
346,Deportivo de La Coruna,Barcelona,2,4,2017-2018,21.53,1.76,27.24,4.47
347,Valencia,Eibar,0,0,2017-2018,22.63,3.0,21.29,1.89
348,Getafe,Girona,1,1,2017-2018,16.55,1.68,20.89,2.32
349,Alaves,Atletico de Madrid,0,1,2017-2018,17.5,1.87,18.45,2.74
350,Betis,Malaga,2,1,2017-2018,19.05,2.45,18.08,0.89
351,Sevilla,Real Sociedad,1,0,2017-2018,24.39,2.37,24.26,2.84
352,Villarreal,Valencia,1,0,2017-2018,21.87,2.5,22.63,3.0
353,Celta Vigo,Deportivo de La Coruna,1,1,2017-2018,21.11,2.71,21.53,1.76
354,Athletic Club,Betis,2,0,2017-2018,19.5,1.79,19.05,2.45
355,Girona,Eibar,1,4,2017-2018,20.89,2.32,21.29,1.89
356,Las Palmas,Getafe,0,1,2017-2018,19.26,1.08,16.55,1.68
357,Atletico de Madrid,Espanyol,0,2,2017-2018,18.45,2.74,19.05,1.58
358,Malaga,Alaves,0,3,2017-2018,18.08,0.89,17.5,1.87
359,Barcelona,Real Madrid,2,2,2017-2018,27.24,4.47,33.95,4.37
360,Leganes,Levante,0,3,2017-2018,17.84,1.45,19.16,2.08
361,Girona,Valencia,0,1,2017-2018,20.89,2.32,22.63,3.0
362,Alaves,Athletic Club,3,1,2017-2018,17.5,1.87,19.5,1.79
363,Deportivo de La Coruna,Villarreal,2,4,2017-2018,21.53,1.76,21.87,2.5
364,Real Madrid,Celta Vigo,6,0,2017-2018,33.95,4.37,21.11,2.71
365,Getafe,Atletico de Madrid,0,1,2017-2018,16.55,1.68,18.45,2.74
366,Betis,Sevilla,2,2,2017-2018,19.05,2.45,24.39,2.37
367,Eibar,Las Palmas,1,0,2017-2018,21.29,1.89,19.26,1.08
368,Real Sociedad,Leganes,3,2,2017-2018,24.26,2.84,17.84,1.45
369,Espanyol,Malaga,4,1,2017-2018,19.05,1.58,18.08,0.89
370,Levante,Barcelona,5,4,2017-2018,19.16,2.08,27.24,4.47
371,Celta Vigo,Levante,4,2,2017-2018,21.11,2.71,19.16,2.08
372,Sevilla,Alaves,1,0,2017-2018,24.39,2.37,17.5,1.87
373,Malaga,Getafe,0,1,2017-2018,18.08,0.89,16.55,1.68
374,Las Palmas,Girona,1,2,2017-2018,19.26,1.08,20.89,2.32
375,Leganes,Betis,3,2,2017-2018,17.84,1.45,19.05,2.45
376,Villarreal,Real Madrid,2,2,2017-2018,21.87,2.5,33.95,4.37
377,Athletic Club,Espanyol,0,1,2017-2018,19.5,1.79,19.05,1.58
378,Barcelona,Real Sociedad,1,0,2017-2018,27.24,4.47,24.26,2.84
379,Valencia,Deportivo de La Coruna,2,1,2017-2018,22.63,3.0,21.53,1.76
380,Atletico de Madrid,Eibar,2,2,2017-2018,18.45,2.74,21.29,1.89
381,Girona,Valladolid,0,0,2018-2019,18.21,1.66,19.53,1.39
382,Betis,Levante,0,3,2018-2019,20.58,2.0,19.97,2.58
383,Celta Vigo,Espanyol,1,1,2018-2019,21.42,2.34,21.18,1.74
384,Villarreal,Real Sociedad,1,2,2018-2019,22.92,2.03,19.84,1.95
385,Barcelona,Alaves,3,0,2018-2019,26.32,4.16,18.42,1.55
386,Eibar,Huesca,1,2,2018-2019,24.61,1.92,21.45,2.0
387,Rayo Vallecano,Sevilla,1,4,2018-2019,20.84,1.76,24.55,2.89
388,Real Madrid,Getafe,2,0,2018-2019,28.18,2.71,17.74,2.05
389,Valencia,Atletico de Madrid,1,1,2018-2019,22.5,2.42,20.74,2.34
390,Athletic Club,Leganes,2,1,2018-2019,18.24,1.84,18.61,1.61
391,Getafe,Eibar,2,0,2018-2019,17.74,2.05,24.61,1.92
392,Leganes,Real Sociedad,2,2,2018-2019,18.61,1.61,19.84,1.95
393,Alaves,Betis,0,0,2018-2019,18.42,1.55,20.58,2.0
394,Atletico de Madrid,Rayo Vallecano,1,0,2018-2019,20.74,2.34,20.84,1.76
395,Valladolid,Barcelona,0,1,2018-2019,19.53,1.39,26.32,4.16
396,Espanyol,Valencia,2,0,2018-2019,21.18,1.74,22.5,2.42
397,Sevilla,Villarreal,0,0,2018-2019,24.55,2.89,22.92,2.03
398,Girona,Real Madrid,1,4,2018-2019,18.21,1.66,28.18,2.71
399,Levante,Celta Vigo,1,2,2018-2019,19.97,2.58,21.42,2.34
400,Athletic Club,Huesca,2,2,2018-2019,18.24,1.84,21.45,2.0
401,Getafe,Valladolid,0,0,2018-2019,17.74,2.05,19.53,1.39
402,Eibar,Real Sociedad,2,1,2018-2019,24.61,1.92,19.84,1.95
403,Villarreal,Girona,0,1,2018-2019,22.92,2.03,18.21,1.66
404,Celta Vigo,Atletico de Madrid,2,0,2018-2019,21.42,2.34,20.74,2.34
405,Real Madrid,Leganes,4,1,2018-2019,28.18,2.71,18.61,1.61
406,Levante,Valencia,2,2,2018-2019,19.97,2.58,22.5,2.42
407,Alaves,Espanyol,2,1,2018-2019,18.42,1.55,21.18,1.74
408,Barcelona,Huesca,8,2,2018-2019,26.32,4.16,21.45,2.0
409,Betis,Sevilla,1,0,2018-2019,20.58,2.0,24.55,2.89
410,Rayo Vallecano,Athletic Club,1,1,2018-2019,20.84,1.76,18.24,1.84
411,Huesca,Rayo Vallecano,0,1,2018-2019,21.45,2.0,20.84,1.76
412,Atletico de Madrid,Eibar,1,1,2018-2019,20.74,2.34,24.61,1.92
413,Real Sociedad,Barcelona,1,2,2018-2019,19.84,1.95,26.32,4.16
414,Valencia,Betis,0,0,2018-2019,22.5,2.42,20.58,2.0
415,Athletic Club,Real Madrid,1,1,2018-2019,18.24,1.84,28.18,2.71
416,Leganes,Villarreal,0,1,2018-2019,18.61,1.61,22.92,2.03
417,Espanyol,Levante,1,0,2018-2019,21.18,1.74,19.97,2.58
418,Valladolid,Alaves,0,1,2018-2019,19.53,1.39,18.42,1.55
419,Sevilla,Getafe,0,2,2018-2019,24.55,2.89,17.74,2.05
420,Girona,Celta Vigo,3,2,2018-2019,18.21,1.66,21.42,2.34
421,Huesca,Real Sociedad,0,1,2018-2019,21.45,2.0,19.84,1.95
422,Celta Vigo,Valladolid,3,3,2018-2019,21.42,2.34,19.53,1.39
423,Eibar,Leganes,1,0,2018-2019,24.61,1.92,18.61,1.61
424,Rayo Vallecano,Alaves,1,5,2018-2019,20.84,1.76,18.42,1.55
425,Getafe,Atletico de Madrid,0,2,2018-2019,17.74,2.05,20.74,2.34
426,Real Madrid,Espanyol,1,0,2018-2019,28.18,2.71,21.18,1.74
427,Barcelona,Girona,2,2,2018-2019,26.32,4.16,18.21,1.66
428,Levante,Sevilla,2,6,2018-2019,19.97,2.58,24.55,2.89
429,Betis,Athletic Club,2,2,2018-2019,20.58,2.0,18.24,1.84
430,Villarreal,Valencia,0,0,2018-2019,22.92,2.03,22.5,2.42
431,Atletico de Madrid,Huesca,3,0,2018-2019,20.74,2.34,21.45,2.0
432,Espanyol,Eibar,1,0,2018-2019,21.18,1.74,24.61,1.92
433,Real Sociedad,Rayo Vallecano,2,2,2018-2019,19.84,1.95,20.84,1.76
434,Athletic Club,Villarreal,0,3,2018-2019,18.24,1.84,22.92,2.03
435,Leganes,Barcelona,2,1,2018-2019,18.61,1.61,26.32,4.16
436,Valencia,Celta Vigo,1,1,2018-2019,22.5,2.42,21.42,2.34
437,Sevilla,Real Madrid,3,0,2018-2019,24.55,2.89,28.18,2.71
438,Alaves,Getafe,1,1,2018-2019,18.42,1.55,17.74,2.05
439,Girona,Betis,0,1,2018-2019,18.21,1.66,20.58,2.0
440,Valladolid,Levante,2,1,2018-2019,19.53,1.39,19.97,2.58
441,Rayo Vallecano,Espanyol,2,2,2018-2019,20.84,1.76,21.18,1.74
442,Eibar,Sevilla,1,3,2018-2019,24.61,1.92,24.55,2.89
443,Real Sociedad,Valencia,0,1,2018-2019,19.84,1.95,22.5,2.42
444,Real Madrid,Atletico de Madrid,0,0,2018-2019,28.18,2.71,20.74,2.34
445,Barcelona,Athletic Club,1,1,2018-2019,26.32,4.16,18.24,1.84
446,Betis,Leganes,1,0,2018-2019,20.58,2.0,18.61,1.61
447,Levante,Alaves,2,1,2018-2019,19.97,2.58,18.42,1.55
448,Huesca,Girona,1,1,2018-2019,21.45,2.0,18.21,1.66
449,Villarreal,Valladolid,0,1,2018-2019,22.92,2.03,19.53,1.39
450,Celta Vigo,Getafe,1,1,2018-2019,21.42,2.34,17.74,2.05
451,Athletic Club,Real Sociedad,1,3,2018-2019,18.24,1.84,19.84,1.95
452,Alaves,Real Madrid,1,0,2018-2019,18.42,1.55,28.18,2.71
453,Getafe,Levante,0,1,2018-2019,17.74,2.05,19.97,2.58
454,Leganes,Rayo Vallecano,1,0,2018-2019,18.61,1.61,20.84,1.76
455,Girona,Eibar,2,3,2018-2019,18.21,1.66,24.61,1.92
456,Atletico de Madrid,Betis,1,0,2018-2019,20.74,2.34,20.58,2.0
457,Espanyol,Villarreal,3,1,2018-2019,21.18,1.74,22.92,2.03
458,Valencia,Barcelona,1,1,2018-2019,22.5,2.42,26.32,4.16
459,Sevilla,Celta Vigo,2,1,2018-2019,24.55,2.89,21.42,2.34
460,Valladolid,Huesca,1,0,2018-2019,19.53,1.39,21.45,2.0
461,Celta Vigo,Alaves,0,1,2018-2019,21.42,2.34,18.42,1.55
462,Barcelona,Sevilla,4,2,2018-2019,26.32,4.16,24.55,2.89
463,Villarreal,Atletico de Madrid,1,1,2018-2019,22.92,2.03,20.74,2.34
464,Valencia,Leganes,1,1,2018-2019,22.5,2.42,18.61,1.61
465,Real Madrid,Levante,1,2,2018-2019,28.18,2.71,19.97,2.58
466,Betis,Valladolid,0,1,2018-2019,20.58,2.0,19.53,1.39
467,Eibar,Athletic Club,1,1,2018-2019,24.61,1.92,18.24,1.84
468,Huesca,Espanyol,0,2,2018-2019,21.45,2.0,21.18,1.74
469,Rayo Vallecano,Getafe,1,2,2018-2019,20.84,1.76,17.74,2.05
470,Real Sociedad,Girona,0,0,2018-2019,19.84,1.95,18.21,1.66
471,Valladolid,Espanyol,1,1,2018-2019,19.53,1.39,21.18,1.74
472,Athletic Club,Valencia,0,0,2018-2019,18.24,1.84,22.5,2.42
473,Atletico de Madrid,Real Sociedad,2,0,2018-2019,20.74,2.34,19.84,1.95
474,Celta Vigo,Eibar,4,0,2018-2019,21.42,2.34,24.61,1.92
475,Girona,Rayo Vallecano,2,1,2018-2019,18.21,1.66,20.84,1.76
476,Levante,Leganes,2,0,2018-2019,19.97,2.58,18.61,1.61
477,Barcelona,Real Madrid,5,1,2018-2019,26.32,4.16,28.18,2.71
478,Alaves,Villarreal,2,1,2018-2019,18.42,1.55,22.92,2.03
479,Getafe,Betis,2,0,2018-2019,17.74,2.05,20.58,2.0
480,Sevilla,Huesca,2,1,2018-2019,24.55,2.89,21.45,2.0
481,Real Madrid,Valladolid,2,0,2018-2019,28.18,2.71,19.53,1.39
482,Leganes,Atletico de Madrid,1,1,2018-2019,18.61,1.61,20.74,2.34
483,Rayo Vallecano,Barcelona,2,3,2018-2019,20.84,1.76,26.32,4.16
484,Valencia,Girona,0,1,2018-2019,22.5,2.42,18.21,1.66
485,Betis,Celta Vigo,3,3,2018-2019,20.58,2.0,21.42,2.34
486,Real Sociedad,Sevilla,0,0,2018-2019,19.84,1.95,24.55,2.89
487,Eibar,Alaves,2,1,2018-2019,24.61,1.92,18.42,1.55
488,Huesca,Getafe,1,1,2018-2019,21.45,2.0,17.74,2.05
489,Villarreal,Levante,1,1,2018-2019,22.92,2.03,19.97,2.58
490,Espanyol,Athletic Club,1,0,2018-2019,21.18,1.74,18.24,1.84
491,Levante,Real Sociedad,1,3,2018-2019,19.97,2.58,19.84,1.95
492,Getafe,Valencia,0,1,2018-2019,17.74,2.05,22.5,2.42
493,Girona,Leganes,0,0,2018-2019,18.21,1.66,18.61,1.61
494,Atletico de Madrid,Athletic Club,3,2,2018-2019,20.74,2.34,18.24,1.84
495,Valladolid,Eibar,0,0,2018-2019,19.53,1.39,24.61,1.92
496,Alaves,Huesca,2,1,2018-2019,18.42,1.55,21.45,2.0
497,Barcelona,Betis,3,4,2018-2019,26.32,4.16,20.58,2.0
498,Celta Vigo,Real Madrid,2,4,2018-2019,21.42,2.34,28.18,2.71
499,Rayo Vallecano,Villarreal,2,2,2018-2019,20.84,1.76,22.92,2.03
500,Sevilla,Espanyol,2,1,2018-2019,24.55,2.89,21.18,1.74
501,Leganes,Alaves,1,0,2018-2019,18.61,1.61,18.42,1.55
502,Atletico de Madrid,Barcelona,1,1,2018-2019,20.74,2.34,26.32,4.16
503,Eibar,Real Madrid,3,0,2018-2019,24.61,1.92,28.18,2.71
504,Huesca,Levante,2,2,2018-2019,21.45,2.0,19.97,2.58
505,Valencia,Rayo Vallecano,3,0,2018-2019,22.5,2.42,20.84,1.76
506,Athletic Club,Getafe,1,1,2018-2019,18.24,1.84,17.74,2.05
507,Espanyol,Girona,1,3,2018-2019,21.18,1.74,18.21,1.66
508,Sevilla,Valladolid,1,0,2018-2019,24.55,2.89,19.53,1.39
509,Villarreal,Betis,2,1,2018-2019,22.92,2.03,20.58,2.0
510,Real Sociedad,Celta Vigo,2,1,2018-2019,19.84,1.95,21.42,2.34
511,Rayo Vallecano,Eibar,1,0,2018-2019,20.84,1.76,24.61,1.92
512,Celta Vigo,Huesca,2,0,2018-2019,21.42,2.34,21.45,2.0
513,Real Madrid,Valencia,2,0,2018-2019,28.18,2.71,22.5,2.42
514,Getafe,Espanyol,3,0,2018-2019,17.74,2.05,21.18,1.74
515,Valladolid,Leganes,2,4,2018-2019,19.53,1.39,18.61,1.61
516,Alaves,Sevilla,1,1,2018-2019,18.42,1.55,24.55,2.89
517,Barcelona,Villarreal,2,0,2018-2019,26.32,4.16,22.92,2.03
518,Betis,Real Sociedad,1,0,2018-2019,20.58,2.0,19.84,1.95
519,Girona,Atletico de Madrid,1,1,2018-2019,18.21,1.66,20.74,2.34
520,Levante,Athletic Club,3,0,2018-2019,19.97,2.58,18.24,1.84
521,Leganes,Getafe,1,1,2018-2019,18.61,1.61,17.74,2.05
522,Atletico de Madrid,Alaves,3,0,2018-2019,20.74,2.34,18.42,1.55
523,Espanyol,Barcelona,0,4,2018-2019,21.18,1.74,26.32,4.16
524,Villarreal,Celta Vigo,2,3,2018-2019,22.92,2.03,21.42,2.34
525,Valencia,Sevilla,1,1,2018-2019,22.5,2.42,24.55,2.89
526,Betis,Rayo Vallecano,2,0,2018-2019,20.58,2.0,20.84,1.76
527,Eibar,Levante,4,4,2018-2019,24.61,1.92,19.97,2.58
528,Huesca,Real Madrid,0,1,2018-2019,21.45,2.0,28.18,2.71
529,Real Sociedad,Valladolid,1,2,2018-2019,19.84,1.95,19.53,1.39
530,Athletic Club,Girona,1,0,2018-2019,18.24,1.84,18.21,1.66
531,Celta Vigo,Leganes,0,0,2018-2019,21.42,2.34,18.61,1.61
532,Eibar,Valencia,1,1,2018-2019,24.61,1.92,22.5,2.42
533,Getafe,Real Sociedad,1,0,2018-2019,17.74,2.05,19.84,1.95
534,Valladolid,Atletico de Madrid,2,3,2018-2019,19.53,1.39,20.74,2.34
535,Real Madrid,Rayo Vallecano,1,0,2018-2019,28.18,2.71,20.84,1.76
536,Huesca,Villarreal,2,2,2018-2019,21.45,2.0,22.92,2.03
537,Levante,Barcelona,0,5,2018-2019,19.97,2.58,26.32,4.16
538,Espanyol,Betis,1,3,2018-2019,21.18,1.74,20.58,2.0
539,Sevilla,Girona,2,0,2018-2019,24.55,2.89,18.21,1.66
540,Alaves,Athletic Club,0,0,2018-2019,18.42,1.55,18.24,1.84
541,Real Sociedad,Alaves,0,1,2018-2019,19.84,1.95,18.42,1.55
542,Girona,Getafe,1,1,2018-2019,18.21,1.66,17.74,2.05
543,Athletic Club,Valladolid,1,1,2018-2019,18.24,1.84,19.53,1.39
544,Atletico de Madrid,Espanyol,1,0,2018-2019,20.74,2.34,21.18,1.74
545,Barcelona,Celta Vigo,2,0,2018-2019,26.32,4.16,21.42,2.34
546,Betis,Eibar,1,1,2018-2019,20.58,2.0,24.61,1.92
547,Leganes,Sevilla,1,1,2018-2019,18.61,1.61,24.55,2.89
548,Valencia,Huesca,2,1,2018-2019,22.5,2.42,21.45,2.0
549,Rayo Vallecano,Levante,2,1,2018-2019,20.84,1.76,19.97,2.58
550,Villarreal,Real Madrid,2,2,2018-2019,22.92,2.03,28.18,2.71
551,Espanyol,Leganes,1,0,2018-2019,21.18,1.74,18.61,1.61
552,Levante,Girona,2,2,2018-2019,19.97,2.58,18.21,1.66
553,Alaves,Valencia,2,1,2018-2019,18.42,1.55,22.5,2.42
554,Huesca,Betis,2,1,2018-2019,21.45,2.0,20.58,2.0
555,Valladolid,Rayo Vallecano,0,1,2018-2019,19.53,1.39,20.84,1.76
556,Eibar,Villarreal,0,0,2018-2019,24.61,1.92,22.92,2.03
557,Real Madrid,Real Sociedad,0,2,2018-2019,28.18,2.71,19.84,1.95
558,Sevilla,Atletico de Madrid,1,1,2018-2019,24.55,2.89,20.74,2.34
559,Getafe,Barcelona,1,2,2018-2019,17.74,2.05,26.32,4.16
560,Celta Vigo,Athletic Club,1,2,2018-2019,21.42,2.34,18.24,1.84
561,Rayo Vallecano,Celta Vigo,4,2,2018-2019,20.84,1.76,21.42,2.34
562,Valencia,Valladolid,1,1,2018-2019,22.5,2.42,19.53,1.39
563,Girona,Alaves,1,1,2018-2019,18.21,1.66,18.42,1.55
564,Villarreal,Getafe,1,2,2018-2019,22.92,2.03,17.74,2.05
565,Leganes,Huesca,1,0,2018-2019,18.61,1.61,21.45,2.0
566,Athletic Club,Sevilla,2,0,2018-2019,18.24,1.84,24.55,2.89
567,Atletico de Madrid,Levante,1,0,2018-2019,20.74,2.34,19.97,2.58
568,Barcelona,Eibar,3,0,2018-2019,26.32,4.16,24.61,1.92
569,Betis,Real Madrid,1,2,2018-2019,20.58,2.0,28.18,2.71
570,Real Sociedad,Espanyol,3,2,2018-2019,19.84,1.95,21.18,1.74
571,Getafe,Alaves,4,0,2018-2019,17.74,2.05,18.42,1.55
572,Celta Vigo,Valencia,1,2,2018-2019,21.42,2.34,22.5,2.42
573,Real Madrid,Sevilla,2,0,2018-2019,28.18,2.71,24.55,2.89
574,Huesca,Atletico de Madrid,0,3,2018-2019,21.45,2.0,20.74,2.34
575,Barcelona,Leganes,3,1,2018-2019,26.32,4.16,18.61,1.61
576,Betis,Girona,3,2,2018-2019,20.58,2.0,18.21,1.66
577,Levante,Valladolid,2,0,2018-2019,19.97,2.58,19.53,1.39
578,Rayo Vallecano,Real Sociedad,2,2,2018-2019,20.84,1.76,19.84,1.95
579,Villarreal,Athletic Club,1,1,2018-2019,22.92,2.03,18.24,1.84
580,Eibar,Espanyol,3,0,2018-2019,24.61,1.92,21.18,1.74
581,Atletico de Madrid,Getafe,2,0,2018-2019,20.74,2.34,17.74,2.05
582,Valencia,Villarreal,3,0,2018-2019,22.5,2.42,22.92,2.03
583,Leganes,Eibar,2,2,2018-2019,18.61,1.61,24.61,1.92
584,Sevilla,Levante,5,0,2018-2019,24.55,2.89,19.97,2.58
585,Athletic Club,Betis,1,0,2018-2019,18.24,1.84,20.58,2.0
586,Espanyol,Real Madrid,2,4,2018-2019,21.18,1.74,28.18,2.71
587,Girona,Barcelona,0,2,2018-2019,18.21,1.66,26.32,4.16
588,Valladolid,Celta Vigo,2,1,2018-2019,19.53,1.39,21.42,2.34
589,Real Sociedad,Huesca,0,0,2018-2019,19.84,1.95,21.45,2.0
590,Alaves,Rayo Vallecano,0,1,2018-2019,18.42,1.55,20.84,1.76
591,Huesca,Valladolid,4,0,2018-2019,21.45,2.0,19.53,1.39
592,Barcelona,Valencia,2,2,2018-2019,26.32,4.16,22.5,2.42
593,Celta Vigo,Sevilla,1,0,2018-2019,21.42,2.34,24.55,2.89
594,Real Sociedad,Athletic Club,2,1,2018-2019,19.84,1.95,18.24,1.84
595,Levante,Getafe,0,0,2018-2019,19.97,2.58,17.74,2.05
596,Eibar,Girona,3,0,2018-2019,24.61,1.92,18.21,1.66
597,Real Madrid,Alaves,3,0,2018-2019,28.18,2.71,18.42,1.55
598,Betis,Atletico de Madrid,1,0,2018-2019,20.58,2.0,20.74,2.34
599,Villarreal,Espanyol,2,2,2018-2019,22.92,2.03,21.18,1.74
600,Rayo Vallecano,Leganes,1,2,2018-2019,20.84,1.76,18.61,1.61
601,Valladolid,Villarreal,0,0,2018-2019,19.53,1.39,22.92,2.03
602,Atletico de Madrid,Real Madrid,1,3,2018-2019,20.74,2.34,28.18,2.71
603,Espanyol,Rayo Vallecano,2,1,2018-2019,21.18,1.74,20.84,1.76
604,Girona,Huesca,0,2,2018-2019,18.21,1.66,21.45,2.0
605,Getafe,Celta Vigo,3,1,2018-2019,17.74,2.05,21.42,2.34
606,Athletic Club,Barcelona,0,0,2018-2019,18.24,1.84,26.32,4.16
607,Leganes,Betis,3,0,2018-2019,18.61,1.61,20.58,2.0
608,Sevilla,Eibar,2,2,2018-2019,24.55,2.89,24.61,1.92
609,Valencia,Real Sociedad,0,0,2018-2019,22.5,2.42,19.84,1.95
610,Alaves,Levante,2,0,2018-2019,18.42,1.55,19.97,2.58
611,Eibar,Getafe,2,2,2018-2019,24.61,1.92,17.74,2.05
612,Barcelona,Valladolid,1,0,2018-2019,26.32,4.16,19.53,1.39
613,Celta Vigo,Levante,1,4,2018-2019,21.42,2.34,19.97,2.58
614,Rayo Vallecano,Atletico de Madrid,0,1,2018-2019,20.84,1.76,20.74,2.34
615,Real Sociedad,Leganes,3,0,2018-2019,19.84,1.95,18.61,1.61
616,Betis,Alaves,1,1,2018-2019,20.58,2.0,18.42,1.55
617,Valencia,Espanyol,0,0,2018-2019,22.5,2.42,21.18,1.74
618,Real Madrid,Girona,1,2,2018-2019,28.18,2.71,18.21,1.66
619,Villarreal,Sevilla,3,0,2018-2019,22.92,2.03,24.55,2.89
620,Huesca,Athletic Club,0,1,2018-2019,21.45,2.0,18.24,1.84
621,Espanyol,Huesca,1,1,2018-2019,21.18,1.74,21.45,2.0
622,Alaves,Celta Vigo,0,0,2018-2019,18.42,1.55,21.42,2.34
623,Athletic Club,Eibar,1,0,2018-2019,18.24,1.84,24.61,1.92
624,Getafe,Rayo Vallecano,2,1,2018-2019,17.74,2.05,20.84,1.76
625,Sevilla,Barcelona,2,4,2018-2019,24.55,2.89,26.32,4.16
626,Atletico de Madrid,Villarreal,2,0,2018-2019,20.74,2.34,22.92,2.03
627,Leganes,Valencia,1,1,2018-2019,18.61,1.61,22.5,2.42
628,Levante,Real Madrid,1,2,2018-2019,19.97,2.58,28.18,2.71
629,Valladolid,Betis,0,2,2018-2019,19.53,1.39,20.58,2.0
630,Girona,Real Sociedad,0,0,2018-2019,18.21,1.66,19.84,1.95
631,Rayo Vallecano,Girona,0,2,2018-2019,20.84,1.76,18.21,1.66
632,Espanyol,Valladolid,3,1,2018-2019,21.18,1.74,19.53,1.39
633,Huesca,Sevilla,2,1,2018-2019,21.45,2.0,24.55,2.89
634,Real Madrid,Barcelona,0,1,2018-2019,28.18,2.71,26.32,4.16
635,Villarreal,Alaves,1,2,2018-2019,22.92,2.03,18.42,1.55
636,Betis,Getafe,1,2,2018-2019,20.58,2.0,17.74,2.05
637,Valencia,Athletic Club,2,0,2018-2019,22.5,2.42,18.24,1.84
638,Real Sociedad,Atletico de Madrid,0,2,2018-2019,19.84,1.95,20.74,2.34
639,Eibar,Celta Vigo,1,0,2018-2019,24.61,1.92,21.42,2.34
640,Leganes,Levante,1,0,2018-2019,18.61,1.61,19.97,2.58
641,Athletic Club,Espanyol,1,1,2018-2019,18.24,1.84,21.18,1.74
642,Alaves,Eibar,1,1,2018-2019,18.42,1.55,24.61,1.92
643,Atletico de Madrid,Leganes,1,0,2018-2019,20.74,2.34,18.61,1.61
644,Barcelona,Rayo Vallecano,3,1,2018-2019,26.32,4.16,20.84,1.76
645,Getafe,Huesca,2,1,2018-2019,17.74,2.05,21.45,2.0
646,Girona,Valencia,2,3,2018-2019,18.21,1.66,22.5,2.42
647,Levante,Villarreal,0,2,2018-2019,19.97,2.58,22.92,2.03
648,Celta Vigo,Betis,0,1,2018-2019,21.42,2.34,20.58,2.0
649,Valladolid,Real Madrid,1,4,2018-2019,19.53,1.39,28.18,2.71
650,Sevilla,Real Sociedad,5,2,2018-2019,24.55,2.89,19.84,1.95
651,Real Sociedad,Levante,1,1,2018-2019,19.84,1.95,19.97,2.58
652,Athletic Club,Atletico de Madrid,2,0,2018-2019,18.24,1.84,20.74,2.34
653,Huesca,Alaves,1,3,2018-2019,21.45,2.0,18.42,1.55
654,Real Madrid,Celta Vigo,2,0,2018-2019,28.18,2.71,21.42,2.34
655,Leganes,Girona,0,2,2018-2019,18.61,1.61,18.21,1.66
656,Eibar,Valladolid,1,2,2018-2019,24.61,1.92,19.53,1.39
657,Espanyol,Sevilla,0,1,2018-2019,21.18,1.74,24.55,2.89
658,Betis,Barcelona,1,4,2018-2019,20.58,2.0,26.32,4.16
659,Valencia,Getafe,0,0,2018-2019,22.5,2.42,17.74,2.05
660,Villarreal,Rayo Vallecano,3,1,2018-2019,22.92,2.03,20.84,1.76
661,Girona,Athletic Club,1,2,2018-2019,18.21,1.66,18.24,1.84
662,Alaves,Atletico de Madrid,0,4,2018-2019,18.42,1.55,20.74,2.34
663,Barcelona,Espanyol,2,0,2018-2019,26.32,4.16,21.18,1.74
664,Celta Vigo,Villarreal,3,2,2018-2019,21.42,2.34,22.92,2.03
665,Getafe,Leganes,0,2,2018-2019,17.74,2.05,18.61,1.61
666,Sevilla,Valencia,0,1,2018-2019,24.55,2.89,22.5,2.42
667,Rayo Vallecano,Betis,1,1,2018-2019,20.84,1.76,20.58,2.0
668,Levante,Eibar,2,2,2018-2019,19.97,2.58,24.61,1.92
669,Real Madrid,Huesca,3,2,2018-2019,28.18,2.71,21.45,2.0
670,Valladolid,Real Sociedad,1,1,2018-2019,19.53,1.39,19.84,1.95
671,Atletico de Madrid,Girona,2,0,2018-2019,20.74,2.34,18.21,1.66
672,Espanyol,Getafe,1,1,2018-2019,21.18,1.74,17.74,2.05
673,Villarreal,Barcelona,4,4,2018-2019,22.92,2.03,26.32,4.16
674,Athletic Club,Levante,3,2,2018-2019,18.24,1.84,19.97,2.58
675,Eibar,Rayo Vallecano,2,1,2018-2019,24.61,1.92,20.84,1.76
676,Huesca,Celta Vigo,3,3,2018-2019,21.45,2.0,21.42,2.34
677,Valencia,Real Madrid,2,1,2018-2019,22.5,2.42,28.18,2.71
678,Leganes,Valladolid,1,0,2018-2019,18.61,1.61,19.53,1.39
679,Sevilla,Alaves,2,0,2018-2019,24.55,2.89,18.42,1.55
680,Real Sociedad,Betis,2,1,2018-2019,19.84,1.95,20.58,2.0
681,Rayo Vallecano,Valencia,2,0,2018-2019,20.84,1.76,22.5,2.42
