idPartido,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,Temporada,SCA90_local,GCA90_local,SCA90_visitante,GCA90_visitante
682,Barcelona,Atletico de Madrid,2,0,2018-2019,26.32,4.16,20.74,2.34
683,Real Madrid,Eibar,2,1,2018-2019,28.18,2.71,24.61,1.92
684,Girona,Espanyol,1,2,2018-2019,18.21,1.66,21.18,1.74
685,Alaves,Leganes,1,1,2018-2019,18.42,1.55,18.61,1.61
686,Betis,Villarreal,2,1,2018-2019,20.58,2.0,22.92,2.03
687,Celta Vigo,Real Sociedad,3,1,2018-2019,21.42,2.34,19.84,1.95
688,Getafe,Athletic Club,1,0,2018-2019,17.74,2.05,18.24,1.84
689,Levante,Huesca,2,2,2018-2019,19.97,2.58,21.45,2.0
690,Valladolid,Sevilla,0,2,2018-2019,19.53,1.39,24.55,2.89
691,Atletico de Madrid,Celta Vigo,2,0,2018-2019,20.74,2.34,21.42,2.34
692,Espanyol,Alaves,2,1,2018-2019,21.18,1.74,18.42,1.55
693,Huesca,Barcelona,0,0,2018-2019,21.45,2.0,26.32,4.16
694,Sevilla,Betis,3,2,2018-2019,24.55,2.89,20.58,2.0
695,Athletic Club,Rayo Vallecano,3,2,2018-2019,18.24,1.84,20.84,1.76
696,Girona,Villarreal,0,1,2018-2019,18.21,1.66,22.92,2.03
697,Real Sociedad,Eibar,1,1,2018-2019,19.84,1.95,24.61,1.92
698,Valladolid,Getafe,2,2,2018-2019,19.53,1.39,17.74,2.05
699,Valencia,Levante,3,1,2018-2019,22.5,2.42,19.97,2.58
700,Leganes,Real Madrid,1,1,2018-2019,18.61,1.61,28.18,2.71
701,Alaves,Valladolid,2,2,2018-2019,18.42,1.55,19.53,1.39
702,Barcelona,Real Sociedad,2,1,2018-2019,26.32,4.16,19.84,1.95
703,Celta Vigo,Girona,2,1,2018-2019,21.42,2.34,18.21,1.66
704,Eibar,Atletico de Madrid,0,1,2018-2019,24.61,1.92,20.74,2.34
705,Rayo Vallecano,Huesca,0,0,2018-2019,20.84,1.76,21.45,2.0
706,Betis,Valencia,1,2,2018-2019,20.58,2.0,22.5,2.42
707,Getafe,Sevilla,3,0,2018-2019,17.74,2.05,24.55,2.89
708,Real Madrid,Athletic Club,3,0,2018-2019,28.18,2.71,18.24,1.84
709,Levante,Espanyol,2,2,2018-2019,19.97,2.58,21.18,1.74
710,Villarreal,Leganes,2,1,2018-2019,22.92,2.03,18.61,1.61
711,Alaves,Barcelona,0,2,2018-2019,18.42,1.55,26.32,4.16
712,Huesca,Eibar,2,0,2018-2019,21.45,2.0,24.61,1.92
713,Valladolid,Girona,1,0,2018-2019,19.53,1.39,18.21,1.66
714,Atletico de Madrid,Valencia,3,2,2018-2019,20.74,2.34,22.5,2.42
715,Leganes,Athletic Club,0,1,2018-2019,18.61,1.61,18.24,1.84
716,Levante,Betis,4,0,2018-2019,19.97,2.58,20.58,2.0
717,Espanyol,Celta Vigo,1,1,2018-2019,21.18,1.74,21.42,2.34
718,Getafe,Real Madrid,0,0,2018-2019,17.74,2.05,28.18,2.71
719,Real Sociedad,Villarreal,0,1,2018-2019,19.84,1.95,22.92,2.03
720,Sevilla,Rayo Vallecano,5,0,2018-2019,24.55,2.89,20.84,1.76
721,Atletico de Madrid,Valladolid,1,0,2018-2019,20.74,2.34,19.53,1.39
722,Barcelona,Levante,1,0,2018-2019,26.32,4.16,19.97,2.58
723,Athletic Club,Alaves,1,1,2018-2019,18.24,1.84,18.42,1.55
724,Leganes,Celta Vigo,0,0,2018-2019,18.61,1.61,21.42,2.34
725,Girona,Sevilla,1,0,2018-2019,18.21,1.66,24.55,2.89
726,Rayo Vallecano,Real Madrid,1,0,2018-2019,20.84,1.76,28.18,2.71
727,Valencia,Eibar,0,1,2018-2019,22.5,2.42,24.61,1.92
728,Real Sociedad,Getafe,2,1,2018-2019,19.84,1.95,17.74,2.05
729,Villarreal,Huesca,1,1,2018-2019,22.92,2.03,21.45,2.0
730,Betis,Espanyol,1,1,2018-2019,20.58,2.0,21.18,1.74
731,Sevilla,Leganes,0,3,2018-2019,24.55,2.89,18.61,1.61
732,Alaves,Real Sociedad,0,1,2018-2019,18.42,1.55,19.84,1.95
733,Levante,Rayo Vallecano,4,1,2018-2019,19.97,2.58,20.84,1.76
734,Espanyol,Atletico de Madrid,3,0,2018-2019,21.18,1.74,20.74,2.34
735,Celta Vigo,Barcelona,2,0,2018-2019,21.42,2.34,26.32,4.16
736,Getafe,Girona,2,0,2018-2019,17.74,2.05,18.21,1.66
737,Huesca,Valencia,2,6,2018-2019,21.45,2.0,22.5,2.42
738,Real Madrid,Villarreal,3,2,2018-2019,28.18,2.71,22.92,2.03
739,Valladolid,Athletic Club,1,0,2018-2019,19.53,1.39,18.24,1.84
740,Eibar,Betis,1,0,2018-2019,24.61,1.92,20.58,2.0
741,Athletic Club,Celta Vigo,3,1,2018-2019,18.24,1.84,21.42,2.34
742,Atletico de Madrid,Sevilla,1,1,2018-2019,20.74,2.34,24.55,2.89
743,Barcelona,Getafe,2,0,2018-2019,26.32,4.16,17.74,2.05
744,Betis,Huesca,2,1,2018-2019,20.58,2.0,21.45,2.0
745,Girona,Levante,1,2,2018-2019,18.21,1.66,19.97,2.58
746,Rayo Vallecano,Valladolid,1,2,2018-2019,20.84,1.76,19.53,1.39
747,Valencia,Alaves,3,1,2018-2019,22.5,2.42,18.42,1.55
748,Villarreal,Eibar,1,0,2018-2019,22.92,2.03,24.61,1.92
749,Leganes,Espanyol,0,2,2018-2019,18.61,1.61,21.18,1.74
750,Real Sociedad,Real Madrid,3,1,2018-2019,19.84,1.95,28.18,2.71
751,Alaves,Girona,2,1,2018-2019,18.42,1.55,18.21,1.66
752,Celta Vigo,Rayo Vallecano,2,2,2018-2019,21.42,2.34,20.84,1.76
753,Espanyol,Real Sociedad,2,0,2018-2019,21.18,1.74,19.84,1.95
754,Getafe,Villarreal,2,2,2018-2019,17.74,2.05,22.92,2.03
755,Huesca,Leganes,2,1,2018-2019,21.45,2.0,18.61,1.61
756,Sevilla,Athletic Club,2,0,2018-2019,24.55,2.89,18.24,1.84
757,Levante,Atletico de Madrid,2,2,2018-2019,19.97,2.58,20.74,2.34
758,Valladolid,Valencia,0,2,2018-2019,19.53,1.39,22.5,2.42
759,Eibar,Barcelona,2,2,2018-2019,24.61,1.92,26.32,4.16
760,Real Madrid,Betis,0,2,2018-2019,28.18,2.71,20.58,2.0
761,Athletic Club,Barcelona,1,0,2019-2020,18.16,1.71,23.76,3.95
762,Celta Vigo,Real Madrid,1,3,2019-2020,17.34,1.76,26.87,3.29
763,Valencia,Real Sociedad,1,1,2019-2020,16.11,2.11,19.58,2.42
764,Leganes,Osasuna,0,1,2019-2020,19.79,1.42,20.61,1.92
765,Villarreal,Granada,4,4,2019-2020,22.74,2.84,17.63,2.26
766,Mallorca,Eibar,2,1,2019-2020,19.53,1.68,18.66,1.66
767,Alaves,Levante,1,0,2019-2020,14.13,1.53,19.63,2.08
768,Espanyol,Sevilla,0,2,2019-2020,18.18,1.16,22.97,2.34
769,Atletico de Madrid,Getafe,1,0,2019-2020,20.79,2.26,18.18,1.84
770,Betis,Valladolid,1,2,2019-2020,22.03,1.97,17.03,1.39
771,Granada,Sevilla,0,1,2019-2020,17.63,2.26,22.97,2.34
772,Levante,Villarreal,2,1,2019-2020,19.63,2.08,22.74,2.84
773,Osasuna,Eibar,0,0,2019-2020,20.61,1.92,18.66,1.66
774,Real Madrid,Valladolid,1,1,2019-2020,26.87,3.29,17.03,1.39
775,Celta Vigo,Valencia,1,0,2019-2020,17.34,1.76,16.11,2.11
776,Getafe,Athletic Club,1,1,2019-2020,18.18,1.84,18.16,1.71
777,Alaves,Espanyol,0,0,2019-2020,14.13,1.53,18.18,1.16
778,Mallorca,Real Sociedad,0,1,2019-2020,19.53,1.68,19.58,2.42
779,Barcelona,Betis,5,2,2019-2020,23.76,3.95,22.03,1.97
780,Leganes,Atletico de Madrid,0,1,2019-2020,19.79,1.42,20.79,2.26
781,Sevilla,Celta Vigo,1,1,2019-2020,22.97,2.34,17.34,1.76
782,Athletic Club,Real Sociedad,2,0,2019-2020,18.16,1.71,19.58,2.42
783,Osasuna,Barcelona,2,2,2019-2020,20.61,1.92,23.76,3.95
784,Getafe,Alaves,1,1,2019-2020,18.18,1.84,14.13,1.53
785,Levante,Valladolid,2,0,2019-2020,19.63,2.08,17.03,1.39
786,Betis,Leganes,2,1,2019-2020,22.03,1.97,19.79,1.42
787,Valencia,Mallorca,2,0,2019-2020,16.11,2.11,19.53,1.68
788,Atletico de Madrid,Eibar,3,2,2019-2020,20.79,2.26,18.66,1.66
789,Espanyol,Granada,0,3,2019-2020,18.18,1.16,17.63,2.26
790,Villarreal,Real Madrid,2,2,2019-2020,22.74,2.84,26.87,3.29
791,Mallorca,Athletic Club,0,0,2019-2020,19.53,1.68,18.16,1.71
792,Barcelona,Valencia,5,2,2019-2020,23.76,3.95,16.11,2.11
793,Leganes,Villarreal,0,3,2019-2020,19.79,1.42,22.74,2.84
794,Real Madrid,Levante,3,2,2019-2020,26.87,3.29,19.63,2.08
795,Real Sociedad,Atletico de Madrid,2,0,2019-2020,19.58,2.42,20.79,2.26
796,Alaves,Sevilla,0,1,2019-2020,14.13,1.53,22.97,2.34
797,Betis,Getafe,1,1,2019-2020,22.03,1.97,18.18,1.84
798,Celta Vigo,Granada,0,2,2019-2020,17.34,1.76,17.63,2.26
799,Eibar,Espanyol,1,2,2019-2020,18.66,1.66,18.18,1.16
800,Valladolid,Osasuna,1,1,2019-2020,17.03,1.39,20.61,1.92
801,Osasuna,Betis,0,0,2019-2020,20.61,1.92,22.03,1.97
802,Atletico de Madrid,Celta Vigo,0,0,2019-2020,20.79,2.26,17.34,1.76
803,Granada,Barcelona,2,0,2019-2020,17.63,2.26,23.76,3.95
804,Levante,Eibar,0,0,2019-2020,19.63,2.08,18.66,1.66
805,Villarreal,Valladolid,2,0,2019-2020,22.74,2.84,17.03,1.39
806,Athletic Club,Alaves,2,0,2019-2020,18.16,1.71,14.13,1.53
807,Espanyol,Real Sociedad,1,3,2019-2020,18.18,1.16,19.58,2.42
808,Getafe,Mallorca,4,2,2019-2020,18.18,1.84,19.53,1.68
809,Sevilla,Real Madrid,0,1,2019-2020,22.97,2.34,26.87,3.29
810,Valencia,Leganes,1,1,2019-2020,16.11,2.11,19.79,1.42
811,Barcelona,Villarreal,2,1,2019-2020,23.76,3.95,22.74,2.84
812,Betis,Levante,3,1,2019-2020,22.03,1.97,19.63,2.08
813,Valladolid,Granada,1,1,2019-2020,17.03,1.39,17.63,2.26
814,Leganes,Athletic Club,1,1,2019-2020,19.79,1.42,18.16,1.71
815,Mallorca,Atletico de Madrid,0,2,2019-2020,19.53,1.68,20.79,2.26
816,Real Madrid,Osasuna,2,0,2019-2020,26.87,3.29,20.61,1.92
817,Valencia,Getafe,3,3,2019-2020,16.11,2.11,18.18,1.84
818,Celta Vigo,Espanyol,1,1,2019-2020,17.34,1.76,18.18,1.16
819,Eibar,Sevilla,3,2,2019-2020,18.66,1.66,22.97,2.34
820,Real Sociedad,Alaves,3,0,2019-2020,19.58,2.42,14.13,1.53
821,Villarreal,Betis,5,1,2019-2020,22.74,2.84,22.03,1.97
822,Athletic Club,Valencia,0,1,2019-2020,18.16,1.71,16.11,2.11
823,Atletico de Madrid,Real Madrid,0,0,2019-2020,20.79,2.26,26.87,3.29
824,Getafe,Barcelona,0,2,2019-2020,18.18,1.84,23.76,3.95
825,Granada,Leganes,1,0,2019-2020,17.63,2.26,19.79,1.42
826,Alaves,Mallorca,2,0,2019-2020,14.13,1.53,19.53,1.68
827,Eibar,Celta Vigo,2,0,2019-2020,18.66,1.66,17.34,1.76
828,Espanyol,Valladolid,0,2,2019-2020,18.18,1.16,17.03,1.39
829,Levante,Osasuna,1,1,2019-2020,19.63,2.08,20.61,1.92
830,Sevilla,Real Sociedad,3,2,2019-2020,22.97,2.34,19.58,2.42
831,Betis,Eibar,1,1,2019-2020,22.03,1.97,18.66,1.66
832,Leganes,Levante,1,2,2019-2020,19.79,1.42,19.63,2.08
833,Osasuna,Villarreal,2,1,2019-2020,20.61,1.92,22.74,2.84
834,Real Madrid,Granada,4,2,2019-2020,26.87,3.29,17.63,2.26
835,Valencia,Alaves,2,1,2019-2020,16.11,2.11,14.13,1.53
836,Barcelona,Sevilla,4,0,2019-2020,23.76,3.95,22.97,2.34
837,Celta Vigo,Athletic Club,1,0,2019-2020,17.34,1.76,18.16,1.71
838,Mallorca,Espanyol,2,0,2019-2020,19.53,1.68,18.18,1.16
839,Real Sociedad,Getafe,1,2,2019-2020,19.58,2.42,18.18,1.84
840,Valladolid,Atletico de Madrid,0,0,2019-2020,17.03,1.39,20.79,2.26
841,Granada,Osasuna,1,0,2019-2020,17.63,2.26,20.61,1.92
842,Atletico de Madrid,Valencia,1,1,2019-2020,20.79,2.26,16.11,2.11
843,Eibar,Barcelona,0,3,2019-2020,18.66,1.66,23.76,3.95
844,Getafe,Leganes,2,0,2019-2020,18.18,1.84,19.79,1.42
845,Mallorca,Real Madrid,1,0,2019-2020,19.53,1.68,26.87,3.29
846,Alaves,Celta Vigo,2,0,2019-2020,14.13,1.53,17.34,1.76
847,Athletic Club,Valladolid,1,1,2019-2020,18.16,1.71,17.03,1.39
848,Espanyol,Villarreal,0,1,2019-2020,18.18,1.16,22.74,2.84
849,Real Sociedad,Betis,3,1,2019-2020,19.58,2.42,22.03,1.97
850,Sevilla,Levante,1,0,2019-2020,22.97,2.34,19.63,2.08
851,Villarreal,Alaves,4,1,2019-2020,22.74,2.84,14.13,1.53
852,Atletico de Madrid,Athletic Club,2,0,2019-2020,20.79,2.26,18.16,1.71
853,Leganes,Mallorca,1,0,2019-2020,19.79,1.42,19.53,1.68
854,Valladolid,Eibar,2,0,2019-2020,17.03,1.39,18.66,1.66
855,Celta Vigo,Real Sociedad,0,1,2019-2020,17.34,1.76,19.58,2.42
856,Granada,Betis,1,0,2019-2020,17.63,2.26,22.03,1.97
857,Levante,Espanyol,0,1,2019-2020,19.63,2.08,18.18,1.16
858,Osasuna,Valencia,3,1,2019-2020,20.61,1.92,16.11,2.11
859,Sevilla,Getafe,2,0,2019-2020,22.97,2.34,18.18,1.84
860,Barcelona,Real Madrid,0,0,2019-2020,23.76,3.95,26.87,3.29
861,Alaves,Atletico de Madrid,1,1,2019-2020,14.13,1.53,20.79,2.26
862,Barcelona,Valladolid,5,1,2019-2020,23.76,3.95,17.03,1.39
863,Athletic Club,Espanyol,3,0,2019-2020,18.16,1.71,18.18,1.16
864,Betis,Celta Vigo,2,1,2019-2020,22.03,1.97,17.34,1.76
865,Real Madrid,Leganes,5,0,2019-2020,26.87,3.29,19.79,1.42
866,Real Sociedad,Levante,1,2,2019-2020,19.58,2.42,19.63,2.08
867,Valencia,Sevilla,1,1,2019-2020,16.11,2.11,22.97,2.34
868,Eibar,Villarreal,2,1,2019-2020,18.66,1.66,22.74,2.84
869,Getafe,Granada,3,1,2019-2020,18.18,1.84,17.63,2.26
870,Mallorca,Osasuna,2,2,2019-2020,19.53,1.68,20.61,1.92
871,Espanyol,Valencia,1,2,2019-2020,18.18,1.16,16.11,2.11
872,Levante,Barcelona,3,1,2019-2020,19.63,2.08,23.76,3.95
873,Real Madrid,Betis,0,0,2019-2020,26.87,3.29,22.03,1.97
874,Sevilla,Atletico de Madrid,1,1,2019-2020,22.97,2.34,20.79,2.26
875,Celta Vigo,Getafe,0,1,2019-2020,17.34,1.76,18.18,1.84
876,Granada,Real Sociedad,1,2,2019-2020,17.63,2.26,19.58,2.42
877,Leganes,Eibar,1,2,2019-2020,19.79,1.42,18.66,1.66
878,Osasuna,Alaves,4,2,2019-2020,20.61,1.92,14.13,1.53
879,Villarreal,Athletic Club,0,0,2019-2020,22.74,2.84,18.16,1.71
880,Valladolid,Mallorca,3,0,2019-2020,17.03,1.39,19.53,1.68
881,Real Sociedad,Leganes,1,1,2019-2020,19.58,2.42,19.79,1.42
882,Alaves,Valladolid,3,0,2019-2020,14.13,1.53,17.03,1.39
883,Barcelona,Celta Vigo,4,1,2019-2020,23.76,3.95,17.34,1.76
884,Eibar,Real Madrid,0,4,2019-2020,18.66,1.66,26.87,3.29
885,Valencia,Granada,2,0,2019-2020,16.11,2.11,17.63,2.26
886,Athletic Club,Levante,2,1,2019-2020,18.16,1.71,19.63,2.08
887,Atletico de Madrid,Espanyol,3,1,2019-2020,20.79,2.26,18.18,1.16
888,Betis,Sevilla,1,2,2019-2020,22.03,1.97,22.97,2.34
889,Getafe,Osasuna,0,0,2019-2020,18.18,1.84,20.61,1.92
890,Mallorca,Villarreal,3,1,2019-2020,19.53,1.68,22.74,2.84
891,Levante,Mallorca,2,1,2019-2020,19.63,2.08,19.53,1.68
892,Betis,Valencia,2,1,2019-2020,22.03,1.97,16.11,2.11
893,Granada,Atletico de Madrid,1,1,2019-2020,17.63,2.26,20.79,2.26
894,Leganes,Barcelona,1,2,2019-2020,19.79,1.42,23.76,3.95
895,Real Madrid,Real Sociedad,3,1,2019-2020,26.87,3.29,19.58,2.42
896,Eibar,Alaves,0,2,2019-2020,18.66,1.66,14.13,1.53
897,Espanyol,Getafe,1,1,2019-2020,18.18,1.16,18.18,1.84
898,Osasuna,Athletic Club,1,2,2019-2020,20.61,1.92,18.16,1.71
899,Villarreal,Celta Vigo,1,3,2019-2020,22.74,2.84,17.34,1.76
900,Valladolid,Sevilla,0,1,2019-2020,17.03,1.39,22.97,2.34
901,Celta Vigo,Valladolid,0,0,2019-2020,17.34,1.76,17.03,1.39
902,Alaves,Real Madrid,1,2,2019-2020,14.13,1.53,26.87,3.29
903,Mallorca,Betis,1,2,2019-2020,19.53,1.68,22.03,1.97
904,Real Sociedad,Eibar,4,1,2019-2020,19.58,2.42,18.66,1.66
905,Valencia,Villarreal,2,1,2019-2020,16.11,2.11,22.74,2.84
906,Athletic Club,Granada,2,0,2019-2020,18.16,1.71,17.63,2.26
907,Atletico de Madrid,Barcelona,0,1,2019-2020,20.79,2.26,23.76,3.95
908,Espanyol,Osasuna,2,4,2019-2020,18.18,1.16,20.61,1.92
909,Getafe,Levante,4,0,2019-2020,18.18,1.84,19.63,2.08
910,Sevilla,Leganes,1,0,2019-2020,22.97,2.34,19.79,1.42
911,Villarreal,Atletico de Madrid,0,0,2019-2020,22.74,2.84,20.79,2.26
912,Barcelona,Mallorca,5,2,2019-2020,23.76,3.95,19.53,1.68
913,Granada,Alaves,3,0,2019-2020,17.63,2.26,14.13,1.53
914,Levante,Valencia,2,4,2019-2020,19.63,2.08,16.11,2.11
915,Real Madrid,Espanyol,2,0,2019-2020,26.87,3.29,18.18,1.16
916,Betis,Athletic Club,3,2,2019-2020,22.03,1.97,18.16,1.71
917,Eibar,Getafe,0,1,2019-2020,18.66,1.66,18.18,1.84
918,Leganes,Celta Vigo,3,2,2019-2020,19.79,1.42,17.34,1.76
919,Osasuna,Sevilla,1,1,2019-2020,20.61,1.92,22.97,2.34
920,Valladolid,Real Sociedad,0,0,2019-2020,17.03,1.39,19.58,2.42
921,Alaves,Leganes,1,1,2019-2020,14.13,1.53,19.79,1.42
922,Athletic Club,Eibar,0,0,2019-2020,18.16,1.71,18.66,1.66
923,Atletico de Madrid,Osasuna,2,0,2019-2020,20.79,2.26,20.61,1.92
924,Granada,Levante,1,2,2019-2020,17.63,2.26,19.63,2.08
925,Real Sociedad,Barcelona,2,2,2019-2020,19.58,2.42,23.76,3.95
926,Celta Vigo,Mallorca,2,2,2019-2020,17.34,1.76,19.53,1.68
927,Espanyol,Betis,2,2,2019-2020,18.18,1.16,22.03,1.97
928,Getafe,Valladolid,2,0,2019-2020,18.18,1.84,17.03,1.39
929,Sevilla,Villarreal,1,2,2019-2020,22.97,2.34,22.74,2.84
930,Valencia,Real Madrid,1,1,2019-2020,16.11,2.11,26.87,3.29
931,Eibar,Granada,3,0,2019-2020,18.66,1.66,17.63,2.26
932,Barcelona,Alaves,4,1,2019-2020,23.76,3.95,14.13,1.53
933,Mallorca,Sevilla,0,2,2019-2020,19.53,1.68,22.97,2.34
934,Villarreal,Getafe,1,0,2019-2020,22.74,2.84,18.18,1.84
935,Valladolid,Valencia,1,1,2019-2020,17.03,1.39,16.11,2.11
936,Betis,Atletico de Madrid,1,2,2019-2020,22.03,1.97,20.79,2.26
937,Leganes,Espanyol,2,0,2019-2020,19.79,1.42,18.18,1.16
938,Levante,Celta Vigo,3,1,2019-2020,19.63,2.08,17.34,1.76
939,Osasuna,Real Sociedad,3,4,2019-2020,20.61,1.92,19.58,2.42
940,Real Madrid,Athletic Club,0,0,2019-2020,26.87,3.29,18.16,1.71
941,Sevilla,Athletic Club,1,1,2019-2020,22.97,2.34,18.16,1.71
942,Valladolid,Leganes,2,2,2019-2020,17.03,1.39,19.79,1.42
943,Atletico de Madrid,Levante,2,1,2019-2020,20.79,2.26,19.63,2.08
944,Espanyol,Barcelona,2,2,2019-2020,18.18,1.16,23.76,3.95
945,Getafe,Real Madrid,0,3,2019-2020,18.18,1.84,26.87,3.29
946,Valencia,Eibar,1,0,2019-2020,16.11,2.11,18.66,1.66
947,Alaves,Betis,1,1,2019-2020,14.13,1.53,22.03,1.97
948,Celta Vigo,Osasuna,1,1,2019-2020,17.34,1.76,20.61,1.92
949,Granada,Mallorca,1,0,2019-2020,17.63,2.26,19.53,1.68
950,Real Sociedad,Villarreal,1,2,2019-2020,19.58,2.42,22.74,2.84
951,Leganes,Getafe,0,3,2019-2020,19.79,1.42,18.18,1.84
952,Eibar,Atletico de Madrid,2,0,2019-2020,18.66,1.66,20.79,2.26
953,Levante,Alaves,0,1,2019-2020,19.63,2.08,14.13,1.53
954,Osasuna,Valladolid,0,0,2019-2020,20.61,1.92,17.03,1.39
955,Real Madrid,Sevilla,2,1,2019-2020,26.87,3.29,22.97,2.34
956,Athletic Club,Celta Vigo,1,1,2019-2020,18.16,1.71,17.34,1.76
957,Barcelona,Granada,1,0,2019-2020,23.76,3.95,17.63,2.26
958,Betis,Real Sociedad,3,0,2019-2020,22.03,1.97,19.58,2.42
959,Mallorca,Valencia,4,1,2019-2020,19.53,1.68,16.11,2.11
960,Villarreal,Espanyol,1,2,2019-2020,22.74,2.84,18.18,1.16
961,Osasuna,Levante,2,0,2019-2020,20.61,1.92,19.63,2.08
962,Alaves,Villarreal,1,2,2019-2020,14.13,1.53,22.74,2.84
963,Espanyol,Athletic Club,1,1,2019-2020,18.18,1.16,18.16,1.71
964,Sevilla,Granada,2,0,2019-2020,22.97,2.34,17.63,2.26
965,Valencia,Barcelona,2,0,2019-2020,16.11,2.11,23.76,3.95
966,Atletico de Madrid,Leganes,0,0,2019-2020,20.79,2.26,19.79,1.42
967,Celta Vigo,Eibar,0,0,2019-2020,17.34,1.76,18.66,1.66
968,Getafe,Betis,1,0,2019-2020,18.18,1.84,22.03,1.97
969,Real Sociedad,Mallorca,3,0,2019-2020,19.58,2.42,19.53,1.68
970,Valladolid,Real Madrid,0,1,2019-2020,17.03,1.39,26.87,3.29
971,Granada,Espanyol,2,1,2019-2020,17.63,2.26,18.18,1.16
972,Mallorca,Valladolid,0,1,2019-2020,19.53,1.68,17.03,1.39
973,Real Madrid,Atletico de Madrid,1,0,2019-2020,26.87,3.29,20.79,2.26
974,Valencia,Celta Vigo,1,0,2019-2020,16.11,2.11,17.34,1.76
975,Athletic Club,Getafe,0,2,2019-2020,18.16,1.71,18.18,1.84
976,Barcelona,Levante,2,1,2019-2020,23.76,3.95,19.63,2.08
977,Eibar,Betis,1,1,2019-2020,18.66,1.66,22.03,1.97
978,Leganes,Real Sociedad,2,1,2019-2020,19.79,1.42,19.58,2.42
979,Sevilla,Alaves,1,1,2019-2020,22.97,2.34,14.13,1.53
980,Villarreal,Osasuna,3,1,2019-2020,22.74,2.84,20.61,1.92
981,Alaves,Eibar,2,1,2019-2020,14.13,1.53,18.66,1.66
982,Atletico de Madrid,Granada,1,0,2019-2020,20.79,2.26,17.63,2.26
983,Getafe,Valencia,3,0,2019-2020,18.18,1.84,16.11,2.11
984,Levante,Leganes,2,0,2019-2020,19.63,2.08,19.79,1.42
985,Valladolid,Villarreal,1,1,2019-2020,17.03,1.39,22.74,2.84
986,Betis,Barcelona,2,3,2019-2020,22.03,1.97,23.76,3.95
987,Celta Vigo,Sevilla,2,1,2019-2020,17.34,1.76,22.97,2.34
988,Espanyol,Mallorca,1,0,2019-2020,18.18,1.16,19.53,1.68
989,Osasuna,Real Madrid,1,4,2019-2020,20.61,1.92,26.87,3.29
990,Real Sociedad,Athletic Club,2,1,2019-2020,19.58,2.42,18.16,1.71
991,Valencia,Atletico de Madrid,2,2,2019-2020,16.11,2.11,20.79,2.26
992,Barcelona,Getafe,2,1,2019-2020,23.76,3.95,18.18,1.84
993,Granada,Valladolid,2,1,2019-2020,17.63,2.26,17.03,1.39
994,Mallorca,Alaves,1,0,2019-2020,19.53,1.68,14.13,1.53
995,Villarreal,Levante,2,1,2019-2020,22.74,2.84,19.63,2.08
996,Athletic Club,Osasuna,0,1,2019-2020,18.16,1.71,20.61,1.92
997,Leganes,Betis,0,0,2019-2020,19.79,1.42,22.03,1.97
998,Real Madrid,Celta Vigo,2,2,2019-2020,26.87,3.29,17.34,1.76
999,Sevilla,Espanyol,2,2,2019-2020,22.97,2.34,18.18,1.16
1000,Eibar,Real Sociedad,1,2,2019-2020,18.66,1.66,19.58,2.42
1001,Betis,Mallorca,3,3,2019-2020,22.03,1.97,19.53,1.68
1002,Barcelona,Eibar,5,0,2019-2020,23.76,3.95,18.66,1.66
1003,Celta Vigo,Leganes,1,0,2019-2020,17.34,1.76,19.79,1.42
1004,Levante,Real Madrid,1,0,2019-2020,19.63,2.08,26.87,3.29
1005,Real Sociedad,Valencia,3,0,2019-2020,19.58,2.42,16.11,2.11
1006,Alaves,Athletic Club,2,1,2019-2020,14.13,1.53,18.16,1.71
1007,Atletico de Madrid,Villarreal,3,1,2019-2020,20.79,2.26,22.74,2.84
1008,Getafe,Sevilla,0,3,2019-2020,18.18,1.84,22.97,2.34
1009,Osasuna,Granada,0,3,2019-2020,20.61,1.92,17.63,2.26
1010,Valladolid,Espanyol,2,1,2019-2020,17.03,1.39,18.18,1.16
1011,Real Sociedad,Valladolid,1,0,2019-2020,19.58,2.42,17.03,1.39
1012,Eibar,Levante,3,0,2019-2020,18.66,1.66,19.63,2.08
1013,Granada,Celta Vigo,0,0,2019-2020,17.63,2.26,17.34,1.76
1014,Leganes,Alaves,1,1,2019-2020,19.79,1.42,14.13,1.53
1015,Valencia,Betis,2,1,2019-2020,16.11,2.11,22.03,1.97
1016,Athletic Club,Villarreal,1,0,2019-2020,18.16,1.71,22.74,2.84
1017,Espanyol,Atletico de Madrid,1,1,2019-2020,18.18,1.16,20.79,2.26
1018,Mallorca,Getafe,0,1,2019-2020,19.53,1.68,18.18,1.84
1019,Real Madrid,Barcelona,2,0,2019-2020,26.87,3.29,23.76,3.95
1020,Sevilla,Osasuna,3,2,2019-2020,22.97,2.34,20.61,1.92
1021,Alaves,Valencia,1,1,2019-2020,14.13,1.53,16.11,2.11
1022,Atletico de Madrid,Sevilla,2,2,2019-2020,20.79,2.26,22.97,2.34
1023,Barcelona,Real Sociedad,1,0,2019-2020,23.76,3.95,19.58,2.42
1024,Eibar,Mallorca,1,2,2019-2020,18.66,1.66,19.53,1.68
1025,Getafe,Celta Vigo,0,0,2019-2020,18.18,1.84,17.34,1.76
1026,Betis,Real Madrid,2,1,2019-2020,22.03,1.97,26.87,3.29
1027,Levante,Granada,1,1,2019-2020,19.63,2.08,17.63,2.26
1028,Osasuna,Espanyol,1,0,2019-2020,20.61,1.92,18.18,1.16
